,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE,residence_type
168,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$260,December 2018,3168,2018,12,CLAYTON,260,212051567,Apartment
169,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$260,January 2018,3168,2018,1,CLAYTON,260,212051567,Apartment
174,"6/55 KOONAWARRA STREET, CLAYTON",-37.9111821,145.1243493,1.0,1.0,0,$295,June 2018,3168,2018,6,CLAYTON,295,212051567,Apartment
175,"220/1457 NORTH ROAD, CLAYTON",-37.913578,145.124129,1.0,1.0,0,$265_per_week,November 2018,3168,2018,11,CLAYTON,265,212051567,Apartment
176,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$400_per_week,November 2018,3168,2018,11,CLAYTON,400,212051568,Apartment
177,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$400_per_week,October 2018,3168,2018,10,CLAYTON,400,212051568,Apartment
209,"1/434 WELLINGTON STREET, CLIFTON HILL",-37.793054,144.988618,2.0,2.0,0,$560,September 2018,3068,2018,9,HILL,560,206071145,House
210,"33 RUTLAND STREET, CLIFTON HILL",-37.793422,144.995945,2.0,1.0,0,$590_per_week,October 2018,3068,2018,10,HILL,590,206071145,Apartment
211,"33 RUTLAND STREET, CLIFTON HILL",-37.793422,144.995945,2.0,1.0,0,$590_per_week,September 2018,3068,2018,9,HILL,590,206071145,Apartment
212,"12/82 ROSENEATH STREET, CLIFTON HILL",-37.793089,144.99717,3.0,2.0,1,$730_Week,December 2018,3068,2018,12,HILL,730,206071145,House
213,"12/82 ROSENEATH STREET, CLIFTON HILL",-37.793089,144.99717,3.0,2.0,1,$730_Week,November 2018,3068,2018,11,HILL,730,206071145,House
220,"2/57 CAROLINE STREET, CLIFTON HILL",-37.790209,145.00096,1.0,1.0,1,$310,August 2018,3068,2018,8,HILL,310,206071145,Apartment
221,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$330,August 2018,3068,2018,8,HILL,330,206071145,Apartment
222,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$330_Week,July 2018,3068,2018,7,HILL,330,206071145,Apartment
223,"2/142 SPENSLEY STREET, CLIFTON HILL",-37.7867712,145.0030182,1.0,1.0,1,$330_pw,November 2018,3068,2018,11,HILL,330,206071145,Apartment
225,"11 DALLY STREET, CLIFTON HILL",-37.792519,144.999611,2.0,1.0,0,$520,April 2018,3068,2018,4,HILL,520,206071145,Apartment
229,"3/15 SOUTH TERRACE, CLIFTON HILL",-37.792417,144.992996,2.0,2.0,1,$530_Week,July 2018,3068,2018,7,HILL,530,206071145,House
230,"3/15 SOUTH TERRACE, CLIFTON HILL",-37.792417,144.992996,2.0,2.0,1,$530,June 2018,3068,2018,6,HILL,530,206071145,House
231,"7/57 CAROLINE STREET, CLIFTON HILL",-37.789892,144.998232,2.0,1.0,1,$360,September 2018,3068,2018,9,HILL,360,206071145,Apartment
232,"1/81 FIELD STREET, CLIFTON HILL",-37.7921964,145.0022619,2.0,1.0,1,$530_pw,December 2018,3068,2018,12,HILL,530,206071145,Apartment
233,"1/81 FIELD STREET, CLIFTON HILL",-37.7921964,145.0022619,2.0,1.0,1,$530_pw,November 2018,3068,2018,11,HILL,530,206071145,Apartment
234,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$400_Week,November 2018,3068,2018,11,HILL,400,206071145,Apartment
235,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$400_pw,October 2018,3068,2018,10,HILL,400,206071145,Apartment
237,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2.0,2.0,1,$465,May 2018,3068,2018,5,HILL,465,206071145,House
240,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$430_per_week,December 2018,3068,2018,12,HILL,430,206071145,House
241,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$430,March 2018,3068,2018,3,HILL,430,206071145,House
242,"10 ANDERSON ST, CLIFTON HILL",-37.792765,144.993104,2.0,1.0,1,$570,July 2018,3068,2018,7,HILL,570,206071145,Apartment
243,"10 ANDERSON STREET, CLIFTON HILL",-37.792946,144.993254,2.0,1.0,1,$570,July 2018,3068,2018,7,HILL,570,206071145,Apartment
244,"57 DALLY STREET, CLIFTON HILL",-37.792276,144.997986,2.0,1.0,1,$575_per_week,June 2018,3068,2018,6,HILL,575,206071145,Apartment
245,"8/56 JOHN STREET, CLIFTON HILL",-37.787359,144.995813,2.0,1.0,1,$450_per_week,December 2018,3068,2018,12,HILL,450,206071145,Apartment
246,"78 RAMSDEN STREET, CLIFTON HILL",-37.79056,144.999593,3.0,1.0,2,$800_pw,October 2018,3068,2018,10,HILL,800,206071145,House
247,"78 RAMSDEN STREET, CLIFTON HILL",-37.79056,144.999593,3.0,1.0,2,$800,September 2018,3068,2018,9,HILL,800,206071145,House
248,"45 HEIDELBERG ROAD, CLIFTON HILL",-37.786475,144.998131,3.0,2.0,1,$650_Week,January 2018,3068,2018,1,HILL,650,206071145,House
251,"363 WELLINGTON STREET, CLIFTON HILL",-37.793646,144.987995,3.0,2.0,1,$625,November 2018,3068,2018,11,HILL,625,206071145,House
252,"363 WELLINGTON STREET, CLIFTON HILL",-37.793646,144.987995,3.0,2.0,1,$650,September 2018,3068,2018,9,HILL,650,206071145,House
254,"14 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.1579965,144.5571227,3.0,1.0,2,$350_per_week,August 2018,3222,2018,8,SPRINGS,350,203031048,House
261,"56 BEACON POINT ROAD, CLIFTON SPRINGS",-38.1480888,144.5754182,2.0,1.0,2,$335_per_week,December 2018,3222,2018,12,SPRINGS,335,203031048,Apartment
264,"10 LACORRA COURT, CLIFTON SPRINGS",-38.151941,144.576798,4.0,2.0,1,$380_per_week,February 2018,3222,2018,2,SPRINGS,380,203031048,House
273,"15 BUTE CLOSE, CLUNES",-37.2861585,143.7624076,3.0,1.0,4,$300,August 2018,3370,2018,8,CLUNES,300,201021010,House
287,"47 KERSHOPE VIEW, CLYDE NORTH",-38.1143435,145.3419847,3.0,2.0,2,$395_pw,August 2018,3978,2018,8,NORTH,395,212031556,House
288,"47 KERSHOPE VIEW, CLYDE NORTH",-38.1143435,145.3419847,3.0,2.0,2,$385,August 2018,3978,2018,8,NORTH,385,212031556,House
289,"6 COTTONGRASS AVENUE, CLYDE NORTH",-38.0799985,145.3399545,4.0,2.0,2,$395_per_week,July 2018,3978,2018,7,NORTH,395,212031555,House
290,"6 COTTONGRASS AVENUE, CLYDE NORTH",-38.0799985,145.3399545,4.0,2.0,2,$425,June 2018,3978,2018,6,NORTH,425,212031555,House
309,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$600_Wk,January 2018,3978,2018,1,CLYDE,600,212031303,House
324,"8 PELION AVENUE, CLYDE",-38.133137,145.330643,4.0,2.0,2,$420_Wk,January 2018,3978,2018,1,CLYDE,420,212031303,House
327,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$240_per_week,October 2018,3851,2018,10,COBAINS,240,205051100,Apartment
328,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$240_per_week,September 2018,3851,2018,9,COBAINS,240,205051100,Apartment
337,"2/46 SILVESTER STREET, COBDEN",-38.3265291,143.0741625,2.0,1.0,1,$240_per_week,March 2018,3266,2018,3,COBDEN,240,217031475,Apartment
338,"2/46 SILVESTER STREET, COBDEN",-38.3265291,143.0741625,2.0,1.0,1,$240_per_week,January 2018,3266,2018,1,COBDEN,240,217031475,Apartment
339,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$240_per_week,March 2018,3266,2018,3,COBDEN,240,217031475,House
340,"109 BARNES ROAD, COBRAM EAST",-35.98474259,145.73184148,3.0,1.0,4,$320,October 2018,3644,2018,10,EAST,320,216021411,House
341,"109 BARNES ROAD, COBRAM EAST",-35.98474259,145.73184148,3.0,1.0,4,$320,September 2018,3644,2018,9,EAST,320,216021411,House
346,"23 GATTUSO DRIVE, COBRAM",-35.925188,145.669623,4.0,2.0,2,$430,June 2018,3644,2018,6,COBRAM,430,216021411,House
348,"42 GEMMELL STREET, COBRAM",-35.912563,145.6471428,3.0,2.0,2,$320_per_week,May 2018,3644,2018,5,COBRAM,320,216021411,House
349,"42 GEMMELL STREET, COBRAM",-35.912563,145.6471428,3.0,2.0,2,$320,April 2018,3644,2018,4,COBRAM,320,216021411,House
350,"42 GEMMELL STREET, COBRAM",-35.912563,145.6471428,3.0,2.0,2,$320_per_week,March 2018,3644,2018,3,COBRAM,320,216021411,House
358,"109 SPECTRUM WAY, COBURG NORTH",-37.7290495,144.9790651,3.0,2.0,2,$450,March 2018,3058,2018,3,NORTH,450,210031236,House
365,"65 BAKERS ROAD, COBURG NORTH",-37.727112,144.959713,2.0,1.0,2,$450_per_week,October 2018,3058,2018,10,NORTH,450,210031236,Apartment
366,"65 BAKERS ROAD, COBURG NORTH",-37.727112,144.959713,2.0,1.0,2,$450_per_week,September 2018,3058,2018,9,NORTH,450,210031236,Apartment
367,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$420_-_$450_per_week,March 2018,3058,2018,3,NORTH,450,210031236,House
368,"4 COPE STREET, COBURG",-37.736649,144.961891,3.0,1.0,1,$480_per_week,February 2018,3058,2018,2,COBURG,480,206011498,House
369,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$500_pw,September 2018,3058,2018,9,COBURG,500,206011497,House
371,"63 PHILLIPS STREET, COBURG",-37.74662,144.954331,3.0,1.0,3,$500_per_week,October 2018,3058,2018,10,COBURG,500,206011498,House
372,"63 PHILLIPS STREET, COBURG",-37.74662,144.954331,3.0,1.0,3,$520_per_week,October 2018,3058,2018,10,COBURG,520,206011498,House
373,"63 PHILLIPS STREET, COBURG",-37.74662,144.954331,3.0,1.0,3,$520,September 2018,3058,2018,9,COBURG,520,206011498,House
374,"1 CONNOLLY AVENUE, COBURG",-37.735905,144.980822,3.0,1.0,1,$450_pw,March 2018,3058,2018,3,COBURG,450,206011497,House
375,"405/146 BELL STREET, COBURG",-37.740837,144.9632357,2.0,2.0,1,$430,August 2018,3058,2018,8,COBURG,430,206011498,House
378,"30 VICTORIA STREET, COBURG",-37.7429133,144.9637724,2.0,1.0,1,$400_Weekly,October 2018,3058,2018,10,COBURG,400,206011497,Apartment
380,"5 CARRON STREET, COBURG",-37.751754,144.963576,2.0,1.0,0,$420_Week,March 2018,3058,2018,3,COBURG,420,206011497,Apartment
381,"4/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$420_per_week,October 2018,3058,2018,10,COBURG,420,206011497,Apartment
385,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2.0,2.0,1,$400,August 2018,3058,2018,8,COBURG,400,206011497,House
386,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2.0,2.0,1,$410_per_week,August 2018,3058,2018,8,COBURG,410,206011497,House
389,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3.0,2.0,3,$550_per_week,October 2018,3058,2018,10,COBURG,550,206011498,House
395,"1/69 MURRAY STREET, COBURG",-37.738199,144.952588,3.0,1.0,0,$410_pw,January 2018,3058,2018,1,COBURG,410,206011498,House
396,"801/146 BELL STREET, COBURG",-37.740837,144.9632357,2.0,1.0,1,$420,August 2018,3058,2018,8,COBURG,420,206011498,Apartment
397,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$630,December 2018,3058,2018,12,COBURG,630,206011498,House
398,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$630,November 2018,3058,2018,11,COBURG,630,206011498,House
408,"69 CAMPBELL STREET, COBURG",-37.753608,144.969821,2.0,2.0,1,$545_Week,January 2018,3058,2018,1,COBURG,545,206011497,House
409,"237/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,0,$295,September 2018,3058,2018,9,COBURG,295,206011497,Apartment
410,"237/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,0,$310_per_week,September 2018,3058,2018,9,COBURG,310,206011497,Apartment
411,"1 BECKWITH STREET, COBURG",-37.738086,144.965278,3.0,1.0,3,$550_-_$570_per_week,July 2018,3058,2018,7,COBURG,570,206011497,House
412,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$600_Week,May 2018,3058,2018,5,COBURG,600,206011498,House
413,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$600_pw,April 2018,3058,2018,4,COBURG,600,206011498,House
414,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$370,February 2018,3058,2018,2,COBURG,370,206011498,House
418,"56 WALSH STREET, COBURG",-37.748608,144.970474,2.0,1.0,1,$610_pw,March 2018,3058,2018,3,COBURG,610,206011497,Apartment
423,"109A/41-43 STOCKADE AVENUE, COBURG",-37.7390664,144.9698398,1.0,1.0,1,$285_per_week,October 2018,3058,2018,10,COBURG,285,206011497,Apartment
424,"109A/41-43 STOCKADE AVENUE, COBURG",-37.7390664,144.9698398,1.0,1.0,1,$285,September 2018,3058,2018,9,COBURG,285,206011497,Apartment
425,"68 BRUCE STREET, COBURG",-37.743287,144.948467,3.0,1.0,1,$510,July 2018,3058,2018,7,COBURG,510,206011498,House
427,"4/156 BARROW STREET, COBURG",-37.742919,144.973082,2.0,1.0,1,$350_per_week,November 2018,3058,2018,11,COBURG,350,206011497,Apartment
428,"35 BAKERS ROAD, COBURG",-37.7274333,144.9624865,3.0,1.0,1,$500,August 2018,3058,2018,8,COBURG,500,210031236,House
429,"102A/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,1.0,1.0,1,$360_per_week,December 2018,3058,2018,12,COBURG,360,206011497,Apartment
430,"102A/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,1.0,1.0,1,$360_per_week,October 2018,3058,2018,10,COBURG,360,206011497,Apartment
441,"1/14 FLORENCE STREET, COBURG",-37.7516577,144.959873,3.0,2.0,1,$580,April 2018,3058,2018,4,COBURG,580,206011498,House
442,"1/14 FLORENCE STREET, COBURG",-37.7516577,144.959873,3.0,2.0,1,$580,March 2018,3058,2018,3,COBURG,580,206011498,House
443,"5/130 RENNIE STREET, COBURG",-37.751879,144.978146,2.0,2.0,1,$380,March 2018,3058,2018,3,COBURG,380,206011497,House
444,"508/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,1,$350,October 2018,3058,2018,10,COBURG,350,206011497,Apartment
445,"23A MURRAY STREET, COBURG",-37.738829,144.958816,3.0,1.0,1,$480,June 2018,3058,2018,6,COBURG,480,206011498,House
446,"21/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,3.0,2.0,2,$600,April 2018,3058,2018,4,COBURG,600,206011497,House
447,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$350_per_week,April 2018,3058,2018,4,COBURG,350,206011497,Apartment
448,"2/27 GLADSTONE STREET, COBURG",-37.74468,144.976117,2.0,1.0,1,$395_pw,January 2018,3058,2018,1,COBURG,395,206011497,Apartment
449,"10 CLARENDON STREET, COBURG",-37.753069,144.952598,3.0,2.0,2,$620,June 2018,3058,2018,6,COBURG,620,206011498,House
450,"3/170 GORDON STREET, COBURG",-37.742134,144.94979,2.0,1.0,1,$380,June 2018,3058,2018,6,COBURG,380,206011498,Apartment
451,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$385_pw,January 2018,3058,2018,1,COBURG,385,206011497,Apartment
452,"4/9 SHEFFIELD STREET, COBURG",-37.746293,144.966699,1.0,1.0,1,$260_Weekly,May 2018,3058,2018,5,COBURG,260,206011497,Apartment
453,"4/9 SHEFFIELD STREET, COBURG",-37.746293,144.966699,1.0,1.0,1,$260,April 2018,3058,2018,4,COBURG,260,206011497,Apartment
455,"20 CASH STREET, COBURG",-37.748976,144.967068,3.0,1.0,2,$580_-_$600_per_week,December 2018,3058,2018,12,COBURG,600,206011497,House
456,"20 CASH STREET, COBURG",-37.748976,144.967068,3.0,1.0,2,$580_-_$600_per_week,November 2018,3058,2018,11,COBURG,600,206011497,House
457,"20 CASH STREET, COBURG",-37.748976,144.967068,3.0,1.0,2,$550_-_$600_per_week,February 2018,3058,2018,2,COBURG,600,206011497,House
463,"35A SAUNDERS STREET, COBURG",-37.7509857,144.9507578,2.0,2.0,2,$540_pw,May 2018,3058,2018,5,COBURG,540,206011498,House
464,"35A SAUNDERS STREET, COBURG",-37.7509857,144.9507578,2.0,2.0,2,$540,April 2018,3058,2018,4,COBURG,540,206011498,House
467,"22 BELGRAVE-GEMBROOK ROAD, COCKATOO",-37.936065,145.494084,3.0,1.0,0,$370_per_week,June 2018,3781,2018,6,COCKATOO,370,212011289,House
468,"2 BELGRAVE AVENUE, COCKATOO",-37.92732,145.495818,4.0,2.0,6,$390_per_week,October 2018,3781,2018,10,COCKATOO,390,212011289,House
469,"2 BELGRAVE AVENUE, COCKATOO",-37.92732,145.495818,4.0,2.0,6,$390_per_week,September 2018,3781,2018,9,COCKATOO,390,212011289,House
476,"80 RAINY HILL ROAD, COCKATOO",-37.91618,145.516997,3.0,1.0,0,$500_per_week,February 2018,3781,2018,2,COCKATOO,500,212011289,House
485,"1/27 DOWLING STREET, COLAC",-38.351997,143.582613,3.0,1.0,1,$300_per_week,October 2018,3250,2018,10,COLAC,300,217031472,House
486,"1/27 DOWLING STREET, COLAC",-38.351997,143.582613,3.0,1.0,1,$300_per_week,April 2018,3250,2018,4,COLAC,300,217031472,House
488,"4 SELWOOD STREET, COLAC",-38.347277,143.592928,2.0,1.0,0,$250_per_week,December 2018,3250,2018,12,COLAC,250,217031472,Apartment
489,"5A MARKS STREET, COLAC",-38.338987,143.575414,1.0,1.0,1,$175_per_week,March 2018,3250,2018,3,COLAC,175,217031472,Apartment
490,"5A MARKS STREET, COLAC",-38.338987,143.575414,1.0,1.0,1,$175_per_week,January 2018,3250,2018,1,COLAC,175,217031472,Apartment
499,"22 GRAVESEND STREET, COLAC",-38.346357,143.5853,3.0,2.0,1,$300_per_week,March 2018,3250,2018,3,COLAC,300,217031472,House
509,"50 LAURISTON DRIVE, COLDSTREAM",-37.728935,145.38654,3.0,2.0,2,$450_Weekly,December 2018,3770,2018,12,COLDSTREAM,450,211051278,House
515,"9 MCCONOCHIE STREET, COLERAINE",-37.6028556,141.6993735,4.0,1.0,2,$200_per_week,March 2018,3315,2018,3,COLERAINE,200,217011423,House
516,"9 MCCONOCHIE STREET, COLERAINE",-37.6028556,141.6993735,4.0,1.0,2,$200_per_week,January 2018,3315,2018,1,COLERAINE,200,217011423,House
517,"3844 GLENELG HIGHWAY, COLERAINE",-37.59233633,141.6458652,3.0,1.0,2,$250,March 2018,3315,2018,3,COLERAINE,250,217011423,House
522,"802/60 STANLEY STREET, COLLINGWOOD",-37.801974,144.985936,2.0,1.0,1,$550_p.w.,February 2018,3066,2018,2,COLLINGWOOD,550,206071141,Apartment
523,"802/60 STANLEY STREET, COLLINGWOOD",-37.801974,144.985936,2.0,1.0,1,$560_p.w.,February 2018,3066,2018,2,COLLINGWOOD,560,206071141,Apartment
524,"802/60 STANLEY STREET, COLLINGWOOD",-37.801974,144.985936,2.0,1.0,1,$560,January 2018,3066,2018,1,COLLINGWOOD,560,206071141,Apartment
526,"129 SACKVILLE STREET, COLLINGWOOD",-37.79908,144.991078,2.0,1.0,0,$585_Week,July 2018,3066,2018,7,COLLINGWOOD,585,206071141,Apartment
527,"2/19-23 BENDIGO STREET, COLLINGWOOD",-37.795915,144.992664,1.0,1.0,1,$375_Week,March 2018,3066,2018,3,COLLINGWOOD,375,206071141,Apartment
528,"11/115 OXFORD STREET, COLLINGWOOD",-37.802615,144.984783,3.0,2.0,2,$1200_Week,October 2018,3066,2018,10,COLLINGWOOD,1200,206071141,House
529,"11/115 OXFORD STREET, COLLINGWOOD",-37.802615,144.984783,3.0,2.0,2,$1300_Week,September 2018,3066,2018,9,COLLINGWOOD,1300,206071141,House
531,"2/136 OXFORD STREET, COLLINGWOOD",-37.803526,144.985039,2.0,1.0,1,$695_per_week,June 2018,3066,2018,6,COLLINGWOOD,695,206071141,Apartment
532,"2/136 OXFORD STREET, COLLINGWOOD",-37.803526,144.985039,2.0,1.0,1,$695_per_week,May 2018,3066,2018,5,COLLINGWOOD,695,206071141,Apartment
533,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$265_per_week,July 2018,3066,2018,7,COLLINGWOOD,265,206071141,Apartment
534,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$265_per_week,June 2018,3066,2018,6,COLLINGWOOD,265,206071141,Apartment
535,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$265_per_week,February 2018,3066,2018,2,COLLINGWOOD,265,206071141,Apartment
536,"504/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1.0,1.0,0,$320_per_week,February 2018,3066,2018,2,COLLINGWOOD,320,206071141,Apartment
537,"410/158 SMITH STREET, COLLINGWOOD",-37.8041561,144.9834623,2.0,2.0,1,$590,May 2018,3066,2018,5,COLLINGWOOD,590,206071141,House
538,"19 LITTLE WELLINGTON STREET, COLLINGWOOD",-37.8012,144.985384,2.0,1.0,1,$630_pw,August 2018,3066,2018,8,COLLINGWOOD,630,206071141,Apartment
539,"26 CAMPBELL STREET, COLLINGWOOD",-37.803517,144.989147,2.0,1.0,0,$540_-_$570,September 2018,3066,2018,9,COLLINGWOOD,570,206071141,Apartment
540,"26 CAMPBELL STREET, COLLINGWOOD",-37.803517,144.989147,2.0,1.0,0,$540_-_$570,August 2018,3066,2018,8,COLLINGWOOD,570,206071141,Apartment
541,"223 / 107 CAMBRIDGE STREET, COLLINGWOOD",-37.8045372,144.985193,1.0,1.0,1,$450,February 2018,3066,2018,2,COLLINGWOOD,450,206071141,Apartment
542,"9/1 PEEL STREET, COLLINGWOOD",-37.805201,144.983757,1.0,1.0,1,$390_pw,April 2018,3066,2018,4,COLLINGWOOD,390,206071141,Apartment
543,"330/158 SMITH STREET, COLLINGWOOD",-37.8041561,144.9834623,1.0,1.0,1,$450,August 2018,3066,2018,8,COLLINGWOOD,450,206071141,Apartment
547,"807E/9 ROBERT STREET, COLLINGWOOD",-37.8057448,144.9871414,1.0,1.0,1,$430,July 2018,3066,2018,7,COLLINGWOOD,430,206071141,Apartment
548,"515/158 SMITH STREET, COLLINGWOOD",-37.8041561,144.9834623,2.0,2.0,1,$540,March 2018,3066,2018,3,COLLINGWOOD,540,206071141,House
