,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE,residence_type
126916,"1/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2.0,1.0,1,$340_per_week,August 2016,3169,2016,8,SOUTH,340,212041310,Apartment
126918,"B218/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9393196,145.1384859,2.0,2.0,1,$370_per_week,February 2016,3169,2016,2,SOUTH,370,212041310,House
126919,"2/33 BROWNING AVENUE, CLAYTON SOUTH",-37.9389684,145.1327188,3.0,1.0,1,$340_Weekly,November 2016,3169,2016,11,SOUTH,340,212041310,House
126921,"8/31-33 FIRST STREET, CLAYTON SOUTH",-37.933051,145.134866,2.0,1.0,1,$290,November 2016,3169,2016,11,SOUTH,290,212041310,Apartment
126931,"4/1452 NORTH ROAD, CLAYTON",-37.914125,145.1205265,2.0,1.0,1,$310_pw,July 2016,3168,2016,7,CLAYTON,310,212051568,Apartment
126968,"6/10 HILLTOP AVENUE, CLAYTON",-37.905826,145.127234,2.0,1.0,1,$335_per_week,May 2016,3168,2016,5,CLAYTON,335,212051567,Apartment
126970,"2 / 1452-1454 NORTH ROAD, CLAYTON",-37.914125,145.1205265,2.0,1.0,1,$350_pw,October 2016,3168,2016,10,CLAYTON,350,212051568,Apartment
126971,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$245,May 2016,3168,2016,5,CLAYTON,245,212051567,Apartment
126973,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$380_Weekly,September 2016,3168,2016,9,CLAYTON,380,212051568,Apartment
126974,"198 CLAYTON ROAD, CLAYTON",-37.917008,145.121634,4.0,1.0,0,$500_per_week,June 2016,3168,2016,6,CLAYTON,500,212051568,House
126976,"8/20-22 NEWPORT ROAD, CLAYTON",-37.932574,145.114313,2.0,1.0,2,$360,November 2016,3168,2016,11,CLAYTON,360,212041310,Apartment
126977,"8/20-22 NEWPORT ROAD, CLAYTON",-37.932574,145.114313,2.0,1.0,2,$360,October 2016,3168,2016,10,CLAYTON,360,212041310,Apartment
126978,"8/20-22 NEWPORT ROAD, CLAYTON",-37.932574,145.114313,2.0,1.0,2,$360,September 2016,3168,2016,9,CLAYTON,360,212041310,Apartment
126981,"10/10 ARNOTT STREET, CLAYTON",-37.9169379,145.1348441,2.0,1.0,1,$340_pw,February 2016,3168,2016,2,CLAYTON,340,212051567,Apartment
126993,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3.0,1.0,1,$450_per_week,March 2016,3168,2016,3,CLAYTON,450,212051568,House
126994,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3.0,1.0,1,$470,March 2016,3168,2016,3,CLAYTON,470,212051568,House
126996,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$310_pw,September 2016,3782,2016,9,CLEMATIS,310,212011289,Apartment
127005,"12/82 ROSENEATH STREET, CLIFTON HILL",-37.793089,144.99717,3.0,2.0,1,$710_Week,February 2016,3068,2016,2,HILL,710,206071145,House
127007,"8/32 DWYER STREET, CLIFTON HILL",-37.787239,145.002994,1.0,1.0,1,$330_pw,October 2016,3068,2016,10,HILL,330,206071145,Apartment
127008,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$795_per_week,April 2016,3068,2016,4,HILL,795,206071145,House
127009,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$795_per_week,March 2016,3068,2016,3,HILL,795,206071145,House
127010,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$315_pw,August 2016,3068,2016,8,HILL,315,206071145,Apartment
127011,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$330_Week,July 2016,3068,2016,7,HILL,330,206071145,Apartment
127012,"5/200 NOONE STREET, CLIFTON HILL",-37.793351,144.98911,2.0,2.0,1,$590_pw,February 2016,3068,2016,2,HILL,590,206071145,House
127014,"144 GOLD STREET, CLIFTON HILL",-37.793178,144.990398,2.0,1.0,0,$550_Week,May 2016,3068,2016,5,HILL,550,206071145,Apartment
127018,"7/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$420_pw,January 2016,3068,2016,1,HILL,420,206071145,Apartment
127019,"1 CLIFTON STREET, CLIFTON HILL",-37.787337,145.00483,2.0,1.0,0,$600_per_week,May 2016,3068,2016,5,HILL,600,206071145,Apartment
127020,"1/81 FIELD STREET, CLIFTON HILL",-37.7921964,145.0022619,2.0,1.0,1,$500_pw,April 2016,3068,2016,4,HILL,500,206071145,Apartment
127021,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$395_pw,May 2016,3068,2016,5,HILL,395,206071145,House
127022,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$400_Week,March 2016,3068,2016,3,HILL,400,206071145,Apartment
127024,"6 BARRIES PLACE, CLIFTON HILL",-37.7949562,144.9986966,3.0,3.0,1,$710_pw,June 2016,3068,2016,6,HILL,710,206071145,House
127025,"6 BARRIES PLACE, CLIFTON HILL",-37.7949562,144.9986966,3.0,3.0,1,$710_Week,May 2016,3068,2016,5,HILL,710,206071145,House
127027,"30 WRIGHT STREET, CLIFTON HILL",-37.78906,145.00174,2.0,1.0,1,$600_Week,December 2016,3068,2016,12,HILL,600,206071145,Apartment
127029,"8/56 JOHN STREET, CLIFTON HILL",-37.787359,144.995813,2.0,1.0,1,$425_per_week,July 2016,3068,2016,7,HILL,425,206071145,Apartment
127030,"78 RAMSDEN STREET, CLIFTON HILL",-37.79056,144.999593,3.0,1.0,2,$790_per_week,May 2016,3068,2016,5,HILL,790,206071145,House
127031,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$375_per_week,May 2016,3068,2016,5,HILL,375,206071145,House
127032,"7/18 SOUTH TERRACE STREET, CLIFTON HILL",-37.792683,144.993377,3.0,1.0,1,$560_pw,May 2016,3068,2016,5,HILL,560,206071145,House
127033,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$350_per_week,January 2016,3068,2016,1,HILL,350,206071145,Apartment
127034,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$360_per_week,January 2016,3068,2016,1,HILL,360,206071145,Apartment
127038,"3/264 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.7951262,144.9995113,1.0,1.0,1,$350_pw,February 2016,3068,2016,2,HILL,350,206071145,Apartment
127040,"363 WELLINGTON STREET, CLIFTON HILL",-37.793646,144.987995,3.0,2.0,1,$710_per_week,August 2016,3068,2016,8,HILL,710,206071145,House
127041,"363 WELLINGTON STREET, CLIFTON HILL",-37.793646,144.987995,3.0,2.0,1,$740_per_week,July 2016,3068,2016,7,HILL,740,206071145,House
127042,"363 WELLINGTON STREET, CLIFTON HILL",-37.793646,144.987995,3.0,2.0,1,$790_per_week,March 2016,3068,2016,3,HILL,790,206071145,House
127043,"14 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.1579965,144.5571227,3.0,1.0,2,$320_Weekly,December 2016,3222,2016,12,SPRINGS,320,203031048,House
127044,"5 BOGAN STREET, CLIFTON SPRINGS",-38.155787,144.562809,3.0,2.0,4,$420_Weekly,May 2016,3222,2016,5,SPRINGS,420,203031048,House
127053,"45 THORNTON STREET, CLUNES",-37.300119,143.782084,3.0,1.0,1,$260,January 2016,3370,2016,1,CLUNES,260,201021010,House
127056,"6 CAMERON STREET, CLUNES",-37.292247,143.791814,2.0,1.0,2,$215_per_week,October 2016,3370,2016,10,CLUNES,215,201021010,Apartment
127057,"6 CAMERON STREET, CLUNES",-37.292247,143.791814,2.0,1.0,2,$215_per_week,July 2016,3370,2016,7,CLUNES,215,201021010,House
127070,"8 PELION AVENUE, CLYDE",-38.133137,145.330643,4.0,2.0,2,$410_Wk,November 2016,3978,2016,11,CLYDE,410,212031303,House
127074,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$230_per_week,May 2016,3851,2016,5,COBAINS,230,205051100,House
127075,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$180_per_week,March 2016,3851,2016,3,COBAINS,180,205051100,House
127079,"2 / 51 CURDIE STREET, COBDEN",-38.328759,143.075471,3.0,1.0,1,$210_pw,September 2016,3266,2016,9,COBDEN,210,217031475,House
127080,"2 / 51 CURDIE STREET, COBDEN",-38.328759,143.075471,3.0,1.0,1,$210,August 2016,3266,2016,8,COBDEN,210,217031475,House
127081,"2 / 51 CURDIE STREET, COBDEN",-38.328759,143.075471,3.0,1.0,1,$210_pw,July 2016,3266,2016,7,COBDEN,210,217031475,House
127082,"2 / 51 CURDIE STREET, COBDEN",-38.328759,143.075471,3.0,1.0,1,$210,May 2016,3266,2016,5,COBDEN,210,217031475,House
127083,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$240_per_week,July 2016,3266,2016,7,COBDEN,240,217031475,House
127084,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$220_per_week,January 2016,3266,2016,1,COBDEN,220,217031475,House
127089,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$490_pw,February 2016,3058,2016,2,NORTH,490,210031236,House
127090,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$490_Week,January 2016,3058,2016,1,NORTH,490,210031236,House
127094,"30 SNAPSHOT DRIVE, COBURG NORTH",-37.7298475,144.9822987,3.0,2.0,2,$500_Week,August 2016,3058,2016,8,NORTH,500,210031236,House
127095,"3/13 MARAMA STREET, COBURG NORTH",-37.719332,144.958411,2.0,1.0,1,$290_pw,March 2016,3058,2016,3,NORTH,290,210031236,Apartment
127096,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2.0,1.0,1,$310_Weekly,November 2016,3058,2016,11,NORTH,310,210031236,Apartment
127098,"10/23 BAXTER STREET, COBURG",-37.746319,144.963475,1.0,1.0,1,$260_Week,August 2016,3058,2016,8,COBURG,260,206011497,Apartment
127099,"10/23 BAXTER STREET, COBURG",-37.746319,144.963475,1.0,1.0,1,$260_pw,July 2016,3058,2016,7,COBURG,260,206011497,Apartment
127100,"1/40 LINSEY STREET, COBURG",-37.741183,144.953617,3.0,2.0,2,$580_per_week,August 2016,3058,2016,8,COBURG,580,206011498,House
127101,"41 LINSEY STREET, COBURG",-37.741145,144.952948,3.0,1.0,1,$390_pw,November 2016,3058,2016,11,COBURG,390,206011498,House
127102,"1/203 NICHOLSON STREET, COBURG",-37.7428029,144.9776612,2.0,1.0,1,$350_pw,December 2016,3058,2016,12,COBURG,350,206011497,Apartment
127103,"9 BIGGS STREET, COBURG",-37.7309959,144.9814667,3.0,2.0,2,$510_per_week,January 2016,3058,2016,1,COBURG,510,210031236,House
127105,"14 ROLLS STREET, COBURG",-37.749829,144.968644,2.0,1.0,0,$550_per_week,May 2016,3058,2016,5,COBURG,550,206011497,Apartment
127106,"14 ROLLS STREET, COBURG",-37.749829,144.968644,2.0,1.0,0,$550_per_week,April 2016,3058,2016,4,COBURG,550,206011497,Apartment
127111,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2.0,2.0,1,$390,September 2016,3058,2016,9,COBURG,390,206011497,House
127115,"1/626 SYDNEY ROAD, COBURG",-37.735539,144.96646,2.0,1.0,1,$440_Weekly,November 2016,3058,2016,11,COBURG,440,206011497,Apartment
127116,"1/626 SYDNEY ROAD, COBURG",-37.735539,144.96646,2.0,1.0,1,$310_per_week,February 2016,3058,2016,2,COBURG,310,206011497,Apartment
127118,"2/56 THE AVENUE, COBURG",-37.752826,144.968178,2.0,2.0,1,$480_per_week,June 2016,3058,2016,6,COBURG,480,206011497,House
127119,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$600,October 2016,3058,2016,10,COBURG,600,206011498,House
127127,"274 BELL STREET, COBURG",-37.73991,144.95405,3.0,1.0,2,$420_per_week,November 2016,3058,2016,11,COBURG,420,206011498,House
127128,"237/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,0,$300_Weekly,May 2016,3058,2016,5,COBURG,300,206011497,Apartment
127129,"42 PATTERSON STREET, COBURG",-37.748713,144.972564,3.0,2.0,2,$550_per_week,November 2016,3058,2016,11,COBURG,550,206011497,House
127130,"1 BECKWITH STREET, COBURG",-37.738086,144.965278,3.0,1.0,3,$470_per_week,April 2016,3058,2016,4,COBURG,470,206011497,House
127131,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$380_pw,December 2016,3058,2016,12,COBURG,380,206011497,Apartment
127132,"3/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$400_per_week,April 2016,3058,2016,4,COBURG,400,206011498,House
127133,"3/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$420_pw,February 2016,3058,2016,2,COBURG,420,206011498,House
127134,"3/33 SHAFTSBURY ST., COBURG",-37.751293,144.95336,3.0,1.0,1,$400_per_week,April 2016,3058,2016,4,COBURG,400,206011498,House
127138,"109A/41-43 STOCKADE AVENUE, COBURG",-37.7390664,144.9698398,1.0,1.0,1,$270_per_week,December 2016,3058,2016,12,COBURG,270,206011497,Apartment
127139,"109A/41-43 STOCKADE AVENUE, COBURG",-37.7390664,144.9698398,1.0,1.0,1,$260_per_week,February 2016,3058,2016,2,COBURG,260,206011497,Apartment
127140,"20/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,3.0,2.0,2,$500_pw,December 2016,3058,2016,12,COBURG,500,206011497,House
127141,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$380_pw,February 2016,3058,2016,2,COBURG,380,206011497,House
127142,"27 HARDING STREET, COBURG",-37.745161,144.969769,2.0,1.0,1,$495_pw,June 2016,3058,2016,6,COBURG,495,206011497,Apartment
127143,"26 SNAPSHOT DRIVE, COBURG",-37.72998,144.9824245,3.0,2.0,2,$500_per_week,July 2016,3058,2016,7,COBURG,500,210031236,House
127149,"3/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$370_per_week,February 2016,3058,2016,2,COBURG,370,206011497,Apartment
127150,"332/12-20 NICHOLSON STREET, COBURG",-37.75544,144.975529,2.0,1.0,1,$340_pw,February 2016,3058,2016,2,COBURG,340,206011497,Apartment
127151,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$290_pw,December 2016,3058,2016,12,COBURG,290,206011497,Apartment
127152,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$290_pw,November 2016,3058,2016,11,COBURG,290,206011497,Apartment
127153,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$310_per_week,May 2016,3058,2016,5,COBURG,310,206011497,House
127154,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$300_pw,April 2016,3058,2016,4,COBURG,300,206011497,Apartment
127155,"46 BERRY STREET, COBURG",-37.746066,144.95825,3.0,1.0,3,$460_pw,February 2016,3058,2016,2,COBURG,460,206011498,House
127156,"4/15 BRUCE STREET, COBURG",-37.745675,144.947684,3.0,1.0,1,$430_per_week,June 2016,3058,2016,6,COBURG,430,206011498,House
127157,"23A MURRAY STREET, COBURG",-37.738829,144.958816,3.0,1.0,1,$450_pw,June 2016,3058,2016,6,COBURG,450,206011498,House
127158,"23A MURRAY STREET, COBURG",-37.738829,144.958816,3.0,1.0,1,$450_Week,May 2016,3058,2016,5,COBURG,450,206011498,House
127160,"28 SARGOOD STREET, COBURG",-37.747845,144.963683,2.0,1.0,1,$450_Week,November 2016,3058,2016,11,COBURG,450,206011497,Apartment
127161,"28 LINDA STREET, COBURG",-37.750645,144.960192,3.0,1.0,2,$630_per_week,February 2016,3058,2016,2,COBURG,630,206011498,House
127163,"3/618 SYDNEY ROAD, COBURG",-37.735994,144.966585,3.0,1.0,1,$350_Weekly,June 2016,3058,2016,6,COBURG,350,206011497,House
127164,"27 SAUNDERS STREET, COBURG",-37.751542,144.950563,2.0,1.0,0,$430_per_week,January 2016,3058,2016,1,COBURG,430,206011498,Apartment
127165,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$370_pw,March 2016,3058,2016,3,COBURG,370,206011497,Apartment
127166,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$370_pw,February 2016,3058,2016,2,COBURG,370,206011497,Apartment
127169,"8/9 THE GROVE, COBURG",-37.7513113,144.9665701,2.0,1.0,1,$350_Week,February 2016,3058,2016,2,COBURG,350,206011497,Apartment
127170,"18/2 ALICE STREET, COBURG",-37.743803,144.957178,2.0,1.0,1,$260_p.w.,January 2016,3058,2016,1,COBURG,260,206011498,Apartment
127171,"22 BELGRAVE-GEMBROOK ROAD, COCKATOO",-37.936065,145.494084,3.0,1.0,0,$350_per_week,February 2016,3781,2016,2,COCKATOO,350,212011289,House
127172,"2 BELGRAVE AVENUE, COCKATOO",-37.92732,145.495818,4.0,2.0,6,$380,January 2016,3781,2016,1,COCKATOO,380,212011289,House
127178,"55 FIRST AVENUE, COCKATOO",-37.941172,145.486123,3.0,1.0,3,$335_per_week,April 2016,3781,2016,4,COCKATOO,335,212011289,House
127181,"1/27 DOWLING STREET, COLAC",-38.351997,143.582613,3.0,1.0,1,$280_per_week,July 2016,3250,2016,7,COLAC,280,217031472,House
127189,"22 GRAVESEND STREET, COLAC",-38.346357,143.5853,3.0,2.0,1,$300_per_week,November 2016,3250,2016,11,COLAC,300,217031472,House
127197,"21 KILLARA ROAD, COLDSTREAM",-37.722431,145.390804,4.0,1.0,2,$450_p.w.,October 2016,3770,2016,10,COLDSTREAM,450,211051278,House
127200,"33 CHURCH STREET, COLERAINE",-37.60373,141.696369,3.0,1.0,1,$150_per_week,September 2016,3315,2016,9,COLERAINE,150,217011423,House
127201,"3844 GLENELG HIGHWAY, COLERAINE",-37.59233633,141.6458652,3.0,1.0,2,$250_pw,July 2016,3315,2016,7,COLERAINE,250,217011423,House
127204,"3844 GLENELG HWY, COLERAINE",-37.591537,141.645956,3.0,1.0,2,$250_p.w.,August 2016,3315,2016,8,COLERAINE,250,217011423,House
127205,"3844 GLENELG HWY, COLERAINE",-37.591537,141.645956,3.0,1.0,2,$250_Weekly,July 2016,3315,2016,7,COLERAINE,250,217011423,House
127206,"24 WHYTE STREET, COLERAINE",-37.598971,141.698224,3.0,1.0,0,$160_per_week,July 2016,3315,2016,7,COLERAINE,160,217011423,House
127207,"2620 GLENELG HIGHWAY, COLERAINE",-37.621716,141.773629,3.0,1.0,2,$200_per_week,June 2016,3315,2016,6,COLERAINE,200,217011423,House
127208,"51 MCCONOCHIE STREET, COLERAINE",-37.602501,141.694156,3.0,1.0,1,$170,January 2016,3315,2016,1,COLERAINE,170,217011423,House
127209,"51 MCCONOCHIE ST, COLERAINE",-37.602501,141.694156,3.0,1.0,1,$170_Weekly,January 2016,3315,2016,1,COLERAINE,170,217011423,House
127210,"3 MCCONOCHIE ST, COLERAINE",-37.603077,141.700024,2.0,1.0,0,$150_Weekly,January 2016,3315,2016,1,COLERAINE,150,217011423,Apartment
127212,"2/19-23 BENDIGO STREET, COLLINGWOOD",-37.795915,144.992664,1.0,1.0,1,$240_per_week,June 2016,3066,2016,6,COLLINGWOOD,240,206071141,Apartment
127213,"501/41 PEEL STREET, COLLINGWOOD",-37.8054248,144.985715,2.0,2.0,1,$575_pw,October 2016,3066,2016,10,COLLINGWOOD,575,206071141,House
127214,"2/136 OXFORD STREET, COLLINGWOOD",-37.803526,144.985039,2.0,1.0,1,$695_Week,September 2016,3066,2016,9,COLLINGWOOD,695,206071141,Apartment
127215,"305/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,3.0,1.0,1,$630_pw,February 2016,3066,2016,2,COLLINGWOOD,630,206071141,House
127216,"18/34 SMITH STREET, COLLINGWOOD",-37.807413,144.983606,1.0,1.0,1,$395_pw,January 2016,3066,2016,1,COLLINGWOOD,395,206071141,Apartment
127217,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1.0,1.0,1,$395_per_week,February 2016,3066,2016,2,COLLINGWOOD,395,206071142,Apartment
127222,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2.0,1.0,0,$450_pw,September 2016,3066,2016,9,COLLINGWOOD,450,206071141,Apartment
127223,"304/44 BEDFORD STREET, COLLINGWOOD",-37.801579,144.98484,2.0,1.0,1,$530_per_week,May 2016,3066,2016,5,COLLINGWOOD,530,206071141,Apartment
127224,"405/50 STANLEY STREET, COLLINGWOOD",-37.8022316,144.9857042,1.0,1.0,0,$350,October 2016,3066,2016,10,COLLINGWOOD,350,206071141,Apartment
127230,"506/103-107 OXFORD STREET, COLLINGWOOD",-37.80316,144.984807,2.0,1.0,1,$560_pw,April 2016,3066,2016,4,COLLINGWOOD,560,206071141,Apartment
127231,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1.0,1.0,1,$395_per_week,January 2016,3066,2016,1,COLLINGWOOD,395,206071141,Apartment
127232,"3/20 BEDFORD STREET, COLLINGWOOD",-37.800633,144.984904,2.0,1.0,1,$700_per_week,September 2016,3066,2016,9,COLLINGWOOD,700,206071141,Apartment
127233,"4GF/50 STANLEY STREET, COLLINGWOOD",-37.8022219,144.9857824,2.0,1.0,1,$530_pw,June 2016,3066,2016,6,COLLINGWOOD,530,206071141,Apartment
127234,"1/119A JOHNSTON STREET, COLLINGWOOD",-37.799669,144.988681,3.0,1.0,0,$500,June 2016,3066,2016,6,COLLINGWOOD,500,206071141,House
127235,"55 CAMPBELL STREET, COLLINGWOOD",-37.802631,144.988995,3.0,1.0,0,$650_pw,October 2016,3066,2016,10,COLLINGWOOD,650,206071141,House
127236,"G01/40 STANLEY STREET, COLLINGWOOD",-37.8021816,144.9853665,1.0,1.0,1,$350_per_week,June 2016,3066,2016,6,COLLINGWOOD,350,206071141,Apartment
127237,"625/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1.0,1.0,0,$255_per_week,June 2016,3066,2016,6,COLLINGWOOD,255,206071141,Apartment
127238,"625/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1.0,1.0,0,$240_per_week,June 2016,3066,2016,6,COLLINGWOOD,240,206071141,Apartment
127240,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$520_pw,September 2016,3066,2016,9,COLLINGWOOD,520,206071141,Apartment
127241,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$540_Week,July 2016,3066,2016,7,COLLINGWOOD,540,206071141,Apartment
127247,"235 KNIGHTS ROAD, CONGUPNA",-36.323892,145.458638,3.0,1.0,1,$280_pw,October 2016,3633,2016,10,CONGUPNA,280,216031418,House
127248,"170 KNIGHTS ROAD, CONGUPNA",-36.3242917,145.4508308,4.0,2.0,2,$320_per_week,September 2016,3633,2016,9,CONGUPNA,320,216031418,House
127249,"836 LEMNOS NORTH ROAD, CONGUPNA",-36.290174,145.465332,5.0,2.0,3,$500_Weekly,February 2016,3633,2016,2,CONGUPNA,500,216031418,House
127251,"6 BAENSCHS LANE, CONNEWARRE",-38.2503698,144.3885202,2.0,1.0,0,$320_per_week,October 2016,3228,2016,10,CONNEWARRE,320,203031489,Apartment
127257,"4 EDI COURT, COOLAROO",-37.663448,144.931865,3.0,1.0,1,$315,February 2016,3048,2016,2,COOLAROO,315,210051243,House
127258,"6 LOVAT COURT, COOLAROO",-37.654336,144.930513,3.0,1.0,2,$290_pw,February 2016,3048,2016,2,COOLAROO,290,210051243,House
127265,"26 RYANS ROAD, COONGULLA",-37.892289,146.786497,3.0,2.0,0,$310_pw,February 2016,3860,2016,2,COONGULLA,310,205051101,House
127266,"SKENE COURT, COONGULLA",-37.8948988,146.7843062,3.0,2.0,2,$200_pw,January 2016,3860,2016,1,COONGULLA,200,205051101,House
127268,"635 BUNYIP RIVER ROAD, CORA LYNN",-38.138998,145.623274,3.0,1.0,2,$440,October 2016,3814,2016,10,LYNN,440,212011547,House
127270,"140 CORAGULAC BEEAC ROAD, CORAGULAC",-38.250218,143.5406638,3.0,1.0,0,$200_per_week,June 2016,3249,2016,6,CORAGULAC,200,217031473,House
127271,"170 LINEENS ROAD, CORAGULAC",-38.26738169,143.49958124,4.0,2.0,2,$175,April 2016,3249,2016,4,CORAGULAC,175,217031473,House
