,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE,residence_type
114461,"143 SPENSLEY STREET, CLIFTON HILL",-37.787679,145.001432,3.0,1.0,1,$695_per_week,July 2014,3068,2014,7,HILL,695,206071145,House
114462,"6/32 THE ESPLANADE, CLIFTON HILL",-37.787185,145.005992,2.0,1.0,1,$310_per_week,September 2014,3068,2014,9,HILL,310,206071145,Apartment
114463,"12/82 ROSENEATH STREET, CLIFTON HILL",-37.793089,144.99717,3.0,2.0,1,$700_pw,July 2014,3068,2014,7,HILL,700,206071145,House
114464,"6/2 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,3.0,2.0,2,$750_per_week,April 2014,3068,2014,4,HILL,750,206071145,House
114465,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$770_per_week,November 2014,3068,2014,11,HILL,770,206071145,House
114466,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$795_per_week,September 2014,3068,2014,9,HILL,795,206071145,House
114467,"650 SMITH STREET, CLIFTON HILL",-37.79212,144.985634,3.0,2.0,1,$770_per_week,May 2014,3068,2014,5,HILL,770,206071145,House
114469,"5/200 NOONE STREET, CLIFTON HILL",-37.793351,144.98911,2.0,2.0,1,$595_pw,May 2014,3068,2014,5,HILL,595,206071145,House
114472,"11 DALLY STREET, CLIFTON HILL",-37.792519,144.999611,2.0,1.0,0,$500_per_week,June 2014,3068,2014,6,HILL,500,206071145,Apartment
114473,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2.0,1.0,1,$370_pw,January 2014,3068,2014,1,HILL,370,206071145,Apartment
114477,"1 CLIFTON STREET, CLIFTON HILL",-37.787337,145.00483,2.0,1.0,0,$590_per_week,October 2014,3068,2014,10,HILL,590,206071145,Apartment
114478,"4/15 ANDERSON STREET, CLIFTON HILL",-37.792677,144.99261,2.0,1.0,1,$370_pw,February 2014,3068,2014,2,HILL,370,206071145,Apartment
114480,"152 GOLD STREET, CLIFTON HILL",-37.792994,144.990414,2.0,1.0,1,$580_pw,July 2014,3068,2014,7,HILL,580,206071145,Apartment
114481,"6 BARRIES PLACE, CLIFTON HILL",-37.7949562,144.9986966,3.0,3.0,1,$680_pw,January 2014,3068,2014,1,HILL,680,206071145,House
114483,"35 FENWICK STREET, CLIFTON HILL",-37.789087,144.999835,2.0,1.0,0,$520_pw,June 2014,3068,2014,6,HILL,520,206071145,Apartment
114484,"18A NOONE STREET, CLIFTON HILL",-37.792999,144.989419,2.0,1.0,0,$500_pw,May 2014,3068,2014,5,HILL,500,206071145,Apartment
114485,"30 WRIGHT STREET, CLIFTON HILL",-37.78906,145.00174,2.0,1.0,1,$550_pw,October 2014,3068,2014,10,HILL,550,206071145,Apartment
114486,"8/56 JOHN STREET, CLIFTON HILL",-37.787359,144.995813,2.0,1.0,1,$420_per_week,February 2014,3068,2014,2,HILL,420,206071145,Apartment
114487,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$385_per_week,November 2014,3068,2014,11,HILL,385,206071145,Apartment
114488,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$385_per_week,October 2014,3068,2014,10,HILL,385,206071145,Apartment
114489,"53 ROSENEATH STREET, CLIFTON HILL",-37.792369,144.996191,4.0,2.0,1,$730_pw,February 2014,3068,2014,2,HILL,730,206071145,House
114490,"23 AITKEN STREET, CLIFTON HILL",-37.791383,145.000129,2.0,1.0,0,$440_per_week,February 2014,3068,2014,2,HILL,440,206071145,Apartment
114491,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$360_per_week,February 2014,3068,2014,2,HILL,360,206071145,Apartment
114492,"2/14-16 RAMSDEN STREET, CLIFTON HILL",-37.790195,144.995884,3.0,2.0,2,$650_pw,July 2014,3068,2014,7,HILL,650,206071145,House
114493,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$550_per_week,December 2014,3068,2014,12,HILL,550,206071145,Apartment
114494,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$530_per_week,January 2014,3068,2014,1,HILL,530,206071145,Apartment
114495,"3/268 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.7951063,144.9997451,1.0,1.0,1,$335_pw,February 2014,3068,2014,2,HILL,335,206071145,Apartment
114502,"6 HANNAH STREET, CLUNES",-37.295479,143.78396,2.0,1.0,0,$230,November 2014,3370,2014,11,CLUNES,230,201021010,Apartment
114506,"14 CANTERBURY STREET, CLUNES",-37.292971,143.792966,3.0,2.0,2,$260_per_week,February 2014,3370,2014,2,CLUNES,260,201021010,House
114508,"45 THORNTON STREET, CLUNES",-37.300119,143.782084,3.0,1.0,1,$240,December 2014,3370,2014,12,CLUNES,240,201021010,House
114513,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$580,May 2014,3978,2014,5,CLYDE,580,212031303,House
114514,"1655 HEPBURN ROAD, CLYDESDALE",-37.164071,144.085918,3.0,1.0,0,$250_per_week,September 2014,3461,2014,9,CLYDESDALE,250,201021011,House
114518,"55 WALKER STREET, COBDEN",-38.328331,143.079519,2.0,1.0,1,$200_per_week,January 2014,3266,2014,1,COBDEN,200,217031475,Apartment
114520,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$240,May 2014,3266,2014,5,COBDEN,240,217031475,House
114526,"674 COBDEN TERANG ROAD, COBRICO",-38.2917782,143.0200972,4.0,2.0,3,$280_per_week,March 2014,3266,2014,3,COBRICO,280,217031475,House
114527,"245 TOLANDS VIA OMEO ROAD, COBUNGRA",-37.0962184,147.4220706,3.0,1.0,1,$200_pw,April 2014,3898,2014,4,COBUNGRA,200,205021082,House
114528,"54 LIVINGSTONE STREET, COBURG NORTH",-37.7243911,144.9808818,2.0,1.0,2,$300_pw,October 2014,3058,2014,10,NORTH,300,210031236,Apartment
114531,"11/136 BELL STREET, COBURG",-37.742666,144.97691,2.0,1.0,1,$350_pw,May 2014,3058,2014,5,COBURG,350,206011497,Apartment
114532,"104A/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,1.0,1.0,1,$330,July 2014,3058,2014,7,COBURG,330,206011497,Apartment
114536,"30 VICTORIA STREET, COBURG",-37.7429133,144.9637724,2.0,1.0,1,$360_per_week,September 2014,3058,2014,9,COBURG,360,206011497,Apartment
114537,"27 KELSON STREET, COBURG",-37.741122,144.955288,2.0,1.0,0,$330_pw,April 2014,3058,2014,4,COBURG,330,206011498,Apartment
114540,"56 ROSE STREET, COBURG",-37.743155,144.947356,3.0,1.0,2,$440_pw,February 2014,3058,2014,2,COBURG,440,206011498,House
114541,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2.0,2.0,1,$380_per_week,February 2014,3058,2014,2,COBURG,380,206011497,House
114542,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2.0,1.0,1,$375_pw,August 2014,3058,2014,8,COBURG,375,206011497,Apartment
114545,"1/626 SYDNEY ROAD, COBURG",-37.735539,144.96646,2.0,1.0,1,$300_per_week,January 2014,3058,2014,1,COBURG,300,206011497,Apartment
114548,"237A BELL STREET, COBURG",-37.740342,144.953851,3.0,1.0,1,$395_pw,September 2014,3058,2014,9,COBURG,395,206011498,House
114549,"4/9 ROSS STREET, COBURG",-37.738825,144.965837,2.0,1.0,1,$310_pw,June 2014,3058,2014,6,COBURG,310,206011497,Apartment
114550,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$340_per_week,September 2014,3058,2014,9,COBURG,340,206011497,Apartment
114552,"13 COLLINS STREET, COBURG",-37.737022,144.954334,3.0,1.0,2,$420_per_week,June 2014,3058,2014,6,COBURG,420,206011498,House
114553,"2/20 HUDSON STREET, COBURG",-37.743232,144.962514,2.0,2.0,2,$500_per_week,January 2014,3058,2014,1,COBURG,500,206011498,House
114554,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$580_per_week,September 2014,3058,2014,9,COBURG,580,206011498,House
114557,"237/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,0,$250_pw,November 2014,3058,2014,11,COBURG,250,206011497,Apartment
114558,"237/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,0,$250_pw,May 2014,3058,2014,5,COBURG,250,206011497,Apartment
114559,"42 PATTERSON STREET, COBURG",-37.748713,144.972564,3.0,2.0,2,$520_Weekly,July 2014,3058,2014,7,COBURG,520,206011497,House
114560,"42 PATTERSON STREET, COBURG",-37.748713,144.972564,3.0,2.0,2,$520_per_week,June 2014,3058,2014,6,COBURG,520,206011497,House
114561,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$350_per_week,November 2014,3058,2014,11,COBURG,350,206011498,House
114562,"2/33 SHAFTSBURY STREET, COBURG",-37.751325,144.953636,3.0,1.0,1,$370_per_week,October 2014,3058,2014,10,COBURG,370,206011498,House
114566,"31 RODDA STREET, COBURG",-37.743612,144.970075,2.0,1.0,1,$385_pw,May 2014,3058,2014,5,COBURG,385,206011497,Apartment
114568,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$380_pw,September 2014,3058,2014,9,COBURG,380,206011497,House
114569,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$420_pw,August 2014,3058,2014,8,COBURG,420,206011497,House
114571,"5/9 SHEFFIELD STREET, COBURG",-37.746179,144.966674,2.0,1.0,1,$320_per_week,July 2014,3058,2014,7,COBURG,320,206011497,Apartment
114572,"4/156 BARROW STREET, COBURG",-37.742919,144.973082,2.0,1.0,1,$330_pw,July 2014,3058,2014,7,COBURG,330,206011497,Apartment
114573,"26 SNAPSHOT DRIVE, COBURG",-37.72998,144.9824245,3.0,2.0,2,$500_per_week,July 2014,3058,2014,7,COBURG,500,210031236,House
114584,"332/12-20 NICHOLSON STREET, COBURG",-37.75544,144.975529,2.0,1.0,1,$340_pw,August 2014,3058,2014,8,COBURG,340,206011497,Apartment
114585,"332/12-20 NICHOLSON STREET, COBURG",-37.75544,144.975529,2.0,1.0,1,$380_pw,May 2014,3058,2014,5,COBURG,380,206011497,Apartment
114586,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$290_pw,December 2014,3058,2014,12,COBURG,290,206011497,Apartment
114587,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$330_per_week,November 2014,3058,2014,11,COBURG,330,206011497,Apartment
114588,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$350_per_week,November 2014,3058,2014,11,COBURG,350,206011497,Apartment
114590,"15 MAYFIELD STREET, COBURG",-37.743288,144.960781,4.0,2.0,1,$560_p.w.,June 2014,3058,2014,6,COBURG,560,206011498,House
114592,"2/27 GLADSTONE STREET, COBURG",-37.74468,144.976117,2.0,1.0,1,$360_per_week,December 2014,3058,2014,12,COBURG,360,206011497,Apartment
114593,"2/24 MAYFIELD STREET, COBURG",-37.743172,144.961363,2.0,1.0,1,$320_per_week,November 2014,3058,2014,11,COBURG,320,206011498,Apartment
114594,"2/115 HARDING STREET, COBURG",-37.746057,144.977021,2.0,1.0,1,$320_pw,May 2014,3058,2014,5,COBURG,320,206011497,Apartment
114595,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$350_pw,December 2014,3058,2014,12,COBURG,350,206011497,Apartment
114596,"1 DARE STREET, COBURG",-37.749962,144.96728,3.0,3.0,2,$330_pw,September 2014,3058,2014,9,COBURG,330,206011497,House
114597,"25A FISCHER STREET, COBURG",-37.734543,144.953756,2.0,1.0,1,$351_p.w.,June 2014,3058,2014,6,COBURG,351,206011498,Apartment
114598,"1/22 CHAMBERS STREET, COBURG",-37.748545,144.968059,2.0,1.0,1,$320_pw,August 2014,3058,2014,8,COBURG,320,206011497,Apartment
114599,"8/9 THE GROVE, COBURG",-37.7513113,144.9665701,2.0,1.0,1,$350_pw,December 2014,3058,2014,12,COBURG,350,206011497,Apartment
114600,"8/9 THE GROVE, COBURG",-37.7513113,144.9665701,2.0,1.0,1,$410_pw,November 2014,3058,2014,11,COBURG,410,206011497,Apartment
114601,"8/9 THE GROVE, COBURG",-37.7513113,144.9665701,2.0,1.0,1,$410_pw,October 2014,3058,2014,10,COBURG,410,206011497,Apartment
114602,"8/9 THE GROVE, COBURG",-37.7513113,144.9665701,2.0,1.0,1,$450_pw,August 2014,3058,2014,8,COBURG,450,206011497,Apartment
114603,"18/2 ALICE STREET, COBURG",-37.743803,144.957178,2.0,1.0,1,$270_Weekly,September 2014,3058,2014,9,COBURG,270,206011498,Apartment
114604,"18/2 ALICE STREET, COBURG",-37.743803,144.957178,2.0,1.0,1,$280_p.w.,September 2014,3058,2014,9,COBURG,280,206011498,Apartment
114605,"1A HAVEN COURT, COCKATOO",-37.948073,145.496363,3.0,2.0,2,$375_per_week,September 2014,3781,2014,9,COCKATOO,375,212011289,House
114606,"2 BELGRAVE AVENUE, COCKATOO",-37.92732,145.495818,4.0,2.0,6,$370,August 2014,3781,2014,8,COCKATOO,370,212011289,House
114609,"18 CARAWA STREET, COCKATOO",-37.926109,145.49772,3.0,2.0,1,$300,October 2014,3781,2014,10,COCKATOO,300,212011289,House
114610,"18 CARAWA STREET, COCKATOO",-37.926109,145.49772,3.0,2.0,1,$300,July 2014,3781,2014,7,COCKATOO,300,212011289,House
114634,"77 GRIFFINS ROAD, COGHILLS CREEK",-37.38039,143.738068,3.0,2.0,4,$370_Week,December 2014,3364,2014,12,CREEK,370,201021010,House
114639,"4 SELWOOD STREET, COLAC",-38.347277,143.592928,2.0,1.0,0,$200_per_week,August 2014,3250,2014,8,COLAC,200,217031472,Apartment
114647,"18 CHEVIOT AVE, COLDSTREAM",-37.72822,145.38466,3.0,1.0,1,$335_pw,January 2014,3770,2014,1,COLDSTREAM,335,211051278,House
114656,"3844 GLENELG HIGHWAY, COLERAINE",-37.59233633,141.6458652,3.0,1.0,2,$220_pw,April 2014,3315,2014,4,COLERAINE,220,217011423,House
114657,"30 HAMILTON ROAD, COLERAINE",-37.599325,141.705574,4.0,1.0,2,$180_pw,March 2014,3315,2014,3,COLERAINE,180,217011423,House
114658,"73 MCCONOCHIE STREET, COLERAINE",-37.602055,141.691438,4.0,1.0,0,$180_pw,November 2014,3315,2014,11,COLERAINE,180,217011423,House
114659,"73 MCCONOCHIE STREET, COLERAINE",-37.602055,141.691438,4.0,1.0,0,$180_pw,April 2014,3315,2014,4,COLERAINE,180,217011423,House
114660,"11 CHURCH STREET, COLERAINE",-37.604153,141.698943,2.0,1.0,1,$140_pw,June 2014,3315,2014,6,COLERAINE,140,217011423,Apartment
114661,"37 WHYTE STREET, COLERAINE",-37.599119,141.696519,3.0,1.0,3,$170_pw,March 2014,3315,2014,3,COLERAINE,170,217011423,House
114663,"52 READ ST, COLERAINE",-37.60383,141.695671,3.0,1.0,0,$150_Weekly,September 2014,3315,2014,9,COLERAINE,150,217011423,House
114667,"404/40 STANLEY STREET, COLLINGWOOD",-37.8021818,144.9853665,1.0,1.0,1,$420_per_week,April 2014,3066,2014,4,COLLINGWOOD,420,206071141,Apartment
114669,"5/1 PEEL STREET, COLLINGWOOD",-37.805274,144.983734,1.0,1.0,1,$370_pw,September 2014,3066,2014,9,COLLINGWOOD,370,206071141,Apartment
114670,"5/1 PEEL STREET, COLLINGWOOD",-37.805274,144.983734,1.0,1.0,1,$370_pw,March 2014,3066,2014,3,COLLINGWOOD,370,206071141,Apartment
114671,"305/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,3.0,1.0,1,$625_pw,November 2014,3066,2014,11,COLLINGWOOD,625,206071141,House
114672,"305/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,3.0,1.0,1,$625_p.w.,October 2014,3066,2014,10,COLLINGWOOD,625,206071141,House
114673,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1.0,1.0,1,$395_pw,May 2014,3066,2014,5,COLLINGWOOD,395,206071142,Apartment
114674,"24/115 OXFORD STREET, COLLINGWOOD",-37.802621,144.984866,2.0,1.0,1,$600_per_week,August 2014,3066,2014,8,COLLINGWOOD,600,206071141,Apartment
114675,"2/17 ALEXANDER STREET, COLLINGWOOD",-37.795758,144.991069,1.0,1.0,1,$270_per_week,May 2014,3066,2014,5,COLLINGWOOD,270,206071141,Apartment
114676,"117/3 HODDLE STREET, COLLINGWOOD",-37.8089283,144.9913524,2.0,1.0,2,$450_per_week,January 2014,3066,2014,1,COLLINGWOOD,450,206071141,Apartment
114677,"108/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,2.0,2.0,1,$590_pw,November 2014,3066,2014,11,COLLINGWOOD,590,206071141,House
114678,"1/1 PEEL STREET, COLLINGWOOD",-37.8050584,144.9837832,1.0,1.0,1,$410_pw,May 2014,3066,2014,5,COLLINGWOOD,410,206071141,Apartment
114679,"301/45 VICTORIA PARADE, COLLINGWOOD",-37.8087039,144.9841198,1.0,1.0,1,$360_pw,July 2014,3066,2014,7,COLLINGWOOD,360,206071141,Apartment
114683,"4/115 GOLD STREET, COLLINGWOOD",-37.794981,144.989585,1.0,1.0,1,$300_per_week,October 2014,3066,2014,10,COLLINGWOOD,300,206071141,Apartment
114687,"9/109 OXFORD STREET, COLLINGWOOD",-37.802889,144.984737,2.0,1.0,1,$510_pw,August 2014,3066,2014,8,COLLINGWOOD,510,206071141,Apartment
114688,"2/9-11 OTTER STREET, COLLINGWOOD",-37.800996,144.985087,2.0,1.0,1,$385_per_week,September 2014,3066,2014,9,COLLINGWOOD,385,206071141,Apartment
114689,"105/40 STANLEY STREET, COLLINGWOOD",-37.8021801,144.9853655,2.0,1.0,1,$420_per_week,January 2014,3066,2014,1,COLLINGWOOD,420,206071141,Apartment
114690,"235 KNIGHTS ROAD, CONGUPNA",-36.323892,145.458638,3.0,1.0,1,$250_Weekly,May 2014,3633,2014,5,CONGUPNA,250,216031418,House
114691,"235 KNIGHTS ROAD, CONGUPNA",-36.323892,145.458638,3.0,1.0,1,$250_per_week,April 2014,3633,2014,4,CONGUPNA,250,216031418,House
114693,"1115 GOULBURN VALLEY HIGHWAY, CONGUPNA",-36.288698,145.425108,4.0,2.0,1,$200_pw,April 2014,3633,2014,4,CONGUPNA,200,216031418,House
114694,"1115 GOULBURN VALLEY HIGHWAY, CONGUPNA",-36.288698,145.425108,4.0,2.0,1,$200_pw,March 2014,3633,2014,3,CONGUPNA,200,216031418,House
114707,"20 SILVERCREST WAY, CONNEWARRE",-38.2374337,144.3749677,4.0,2.0,2,$415_per_week,March 2014,3228,2014,3,CONNEWARRE,415,203031489,House
114711,"8 HARVEY AVENUE, CONNEWARRE",-38.3040878,144.3139277,4.0,2.0,2,$410_pw,January 2014,3228,2014,1,CONNEWARRE,410,203031053,House
114712,"8 ABIGAIL COURT, CONNEWARRE",-38.1931779,144.4580248,4.0,2.0,2,$400_per_week,January 2014,3228,2014,1,CONNEWARRE,400,203021044,House
114716,"4 EDI COURT, COOLAROO",-37.663448,144.931865,3.0,1.0,1,$250_per_week,June 2014,3048,2014,6,COOLAROO,250,210051243,House
114717,"75 ALMURTA AVENUE, COOLAROO",-37.659898,144.927728,3.0,1.0,1,$320_per_week,May 2014,3048,2014,5,COOLAROO,320,210051243,House
114729,"635 BUNYIP RIVER ROAD, CORA LYNN",-38.138998,145.623274,3.0,1.0,2,$395_Weekly,March 2014,3814,2014,3,LYNN,395,212011547,House
114730,"100 SMYTHE STREET, CORINELLA",-38.411908,145.426477,3.0,2.0,3,$295_per_week,January 2014,3984,2014,1,CORINELLA,295,205031093,House
114731,"30 INDIANA AVENUE, CORIO",-38.079434,144.357227,3.0,1.0,2,$240,May 2014,3214,2014,5,CORIO,240,203021486,House
114732,"30 INDIANA AVENUE, CORIO",-38.079434,144.357227,3.0,1.0,2,$240_per_week,April 2014,3214,2014,4,CORIO,240,203021486,House
114733,"16 LODDON STREET, CORIO",-38.073727,144.350715,3.0,1.0,1,$230_per_week,April 2014,3214,2014,4,CORIO,230,203021486,House
114734,"16 LODDON STREET, CORIO",-38.073727,144.350715,3.0,1.0,1,$260_p.w.,January 2014,3214,2014,1,CORIO,260,203021486,House
114735,"42 MICHIGAN AVENUE, CORIO",-38.075924,144.366588,3.0,1.0,3,$250,July 2014,3214,2014,7,CORIO,250,203021486,House
114736,"42 MICHIGAN AVENUE, CORIO",-38.075924,144.366588,3.0,1.0,3,$240_per_week,July 2014,3214,2014,7,CORIO,240,203021486,House
114737,"42 MICHIGAN AVENUE, CORIO",-38.075924,144.366588,3.0,1.0,3,$240_per_week,June 2014,3214,2014,6,CORIO,240,203021486,House
114738,"42 MICHIGAN AVENUE, CORIO",-38.075924,144.366588,3.0,1.0,3,$250,May 2014,3214,2014,5,CORIO,250,203021486,House
114739,"42 MICHIGAN AVENUE, CORIO",-38.075924,144.366588,3.0,1.0,3,$250_per_week,April 2014,3214,2014,4,CORIO,250,203021486,House
114741,"39 WYOMING AVENUE, CORIO",-38.082091,144.347483,3.0,1.0,2,$270_per_week,May 2014,3214,2014,5,CORIO,270,203021486,House
114742,"124 PLANTATION ROAD, CORIO",-38.067161,144.362963,3.0,2.0,2,$290_per_week,March 2014,3214,2014,3,CORIO,290,203021486,House
114747,"4 CHESHIRE STREET, CORIO",-38.073003,144.353327,3.0,1.0,4,$285_per_week,April 2014,3214,2014,4,CORIO,285,203021486,House
114755,"43 STEVENS ROAD, COROP",-36.4585365,144.79181925,3.0,1.0,2,$230_pw,February 2014,3559,2014,2,COROP,230,216011410,House
114756,"521 CORANGAMITE LAKE ROAD, COROROOKE",-38.289201,143.522132,3.0,1.0,1,$180_per_week,May 2014,3254,2014,5,COROROOKE,180,217031473,House
114757,"546 CORANGAMITE LAKE ROAD, COROROOKE",-38.287116,143.523165,3.0,1.0,0,$220_per_week,January 2014,3254,2014,1,COROROOKE,220,217031473,House
114772,"2813 TRARALGON-MAFFRA ROAD, COWWARR",-38.0146325,146.7008645,3.0,1.0,2,$300_per_week,September 2014,3857,2014,9,COWWARR,300,205051102,House
114773,"30/8 MORESBY COURT, CRAIGIEBURN",-37.592416,144.905724,2.0,1.0,1,$310_pw,February 2014,3064,2014,2,CRAIGIEBURN,310,210051543,Apartment
114774,"2 WOODLANDS COURT, CRAIGIEBURN",-37.592569,144.929748,3.0,1.0,2,$315_per_week,September 2014,3064,2014,9,CRAIGIEBURN,315,210051441,House
114776,"9/29 ARDSLEY CIRCUIT, CRAIGIEBURN",-37.5766669,144.9284753,2.0,1.0,1,$290_p.w.,June 2014,3064,2014,6,CRAIGIEBURN,290,210051442,Apartment
114777,"9/29 ARDSLEY CIRCUIT, CRAIGIEBURN",-37.5766669,144.9284753,2.0,1.0,1,$290_per_week,May 2014,3064,2014,5,CRAIGIEBURN,290,210051442,Apartment
114778,"3 EGTON COURT, CRAIGIEBURN",-37.59984,144.932267,3.0,2.0,2,$300_pw,November 2014,3064,2014,11,CRAIGIEBURN,300,210051443,House
114813,"590 CRANBOURNE FRANKSTON ROAD, CRANBOURNE SOUTH",-38.133811,145.229305,4.0,2.0,4,$360_pw,October 2014,3977,2014,10,SOUTH,360,212031303,House
114817,"18 HARVARD STREET, CRANBOURNE WEST",-38.0960867,145.2678755,3.0,2.0,2,$370_pw,October 2014,3977,2014,10,WEST,370,212031304,House
