,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE,residence_type
142049,"307/18 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,2.0,2.0,1,$465,August 2019,3169,2019,8,SOUTH,465,212041310,House
142050,"12 BOTANIC DRIVE, CLAYTON SOUTH",-37.939354,145.13641,3.0,2.0,2,$560,July 2019,3169,2019,7,SOUTH,560,212041310,House
142051,"12 BOTANIC DRIVE, CLAYTON SOUTH",-37.939354,145.13641,3.0,2.0,2,$560,June 2019,3169,2019,6,SOUTH,560,212041310,House
142055,"B218/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9393196,145.1384859,2.0,2.0,1,$430,March 2019,3169,2019,3,SOUTH,430,212041310,House
142056,"8/31-33 FIRST STREET, CLAYTON SOUTH",-37.933051,145.134866,2.0,1.0,1,$315,February 2019,3169,2019,2,SOUTH,315,212041310,Apartment
142069,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1.0,1.0,1,$360_per_week,April 2019,3169,2019,4,SOUTH,360,212041310,Apartment
142161,"2/14 ATLANTIC STREET, CLAYTON",-37.918107,145.129229,2.0,1.0,2,$390,May 2019,3168,2019,5,CLAYTON,390,212051568,Apartment
142162,"2/14 ATLANTIC STREET, CLAYTON",-37.918107,145.129229,2.0,1.0,2,$420,April 2019,3168,2019,4,CLAYTON,420,212051568,Apartment
142163,"ROOM 4/24 MORTON ST, CLAYTON",-37.9174062002,145.1398196002,7.0,2.0,2,$170,December 2019,3168,2019,12,CLAYTON,170,212051567,House
142164,"6/10 HILLTOP AVENUE, CLAYTON",-37.905826,145.127234,2.0,1.0,1,$360_pw,May 2019,3168,2019,5,CLAYTON,360,212051567,Apartment
142166,"2/3 KEOL STREET, CLAYTON",-37.93077001,145.13132001,2.0,1.0,1,$330_p.w.,September 2019,3168,2019,9,CLAYTON,330,212041310,Apartment
142167,"1/56 PANORAMA STREET, CLAYTON",-37.921779,145.129744,1.0,1.0,1,$240_p.w.,December 2019,3168,2019,12,CLAYTON,240,212051568,Apartment
142168,"1/56 PANORAMA STREET, CLAYTON",-37.921779,145.129744,1.0,1.0,1,$255_p.w.,May 2019,3168,2019,5,CLAYTON,255,212051568,Apartment
142169,"1/56 PANORAMA STREET, CLAYTON",-37.921779,145.129744,1.0,1.0,1,$255,April 2019,3168,2019,4,CLAYTON,255,212051568,Apartment
142170,"1/56 PANORAMA STREET, CLAYTON",-37.921779,145.129744,1.0,1.0,1,$210,January 2019,3168,2019,1,CLAYTON,210,212051568,Apartment
142171,"2 / 1452-1454 NORTH ROAD, CLAYTON",-37.914125,145.1205265,2.0,1.0,1,$375_pw,September 2019,3168,2019,9,CLAYTON,375,212051568,Apartment
142172,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$260,January 2019,3168,2019,1,CLAYTON,260,212051567,Apartment
142173,"1/1329 CENTRE ROAD, CLAYTON",-37.9295884002,145.1270746002,3.0,1.0,1,$430_per_week,August 2019,3168,2019,8,CLAYTON,430,212041310,House
142179,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$400_per_week,May 2019,3168,2019,5,CLAYTON,400,212051568,Apartment
142207,"4/4-8 RENVER ROAD, CLAYTON",-37.91777001,145.14373001,3.0,1.0,1,$360_per_week,November 2019,3168,2019,11,CLAYTON,360,212051567,House
142208,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3.0,1.0,1,$520_per_week,January 2019,3168,2019,1,CLAYTON,520,212051568,House
142209,"10 VICTOR ROAD, CLEMATIS",-37.929733,145.419864,5.0,2.0,0,$480,June 2019,3782,2019,6,CLEMATIS,480,212011289,House
142211,"2002 WELLINGTON ROAD, CLEMATIS",-37.934309,145.414523,3.0,2.0,4,$450,August 2019,3782,2019,8,CLEMATIS,450,212011289,House
142213,"2/262 ALEXANDRA PARADE EAST, CLIFTON HILL",-37.7949421,144.9976199,1.0,1.0,1,$330_pw,July 2019,3068,2019,7,HILL,330,206071145,Apartment
142217,"143 SPENSLEY STREET, CLIFTON HILL",-37.787679,145.001432,3.0,1.0,1,$850_pw,April 2019,3068,2019,4,HILL,850,206071145,House
142218,"6/32 THE ESPLANADE, CLIFTON HILL",-37.787185,145.005992,2.0,1.0,1,$370,March 2019,3068,2019,3,HILL,370,206071145,Apartment
142219,"8/32 DWYER STREET, CLIFTON HILL",-37.787239,145.002994,1.0,1.0,1,$350,December 2019,3068,2019,12,HILL,350,206071145,Apartment
142223,"3/165 NOONE STREET, CLIFTON HILL",-37.7943443,145.0001585,2.0,2.0,1,$550_Week,December 2019,3068,2019,12,HILL,550,206071145,House
142224,"3/165 NOONE STREET, CLIFTON HILL",-37.7943443,145.0001585,2.0,2.0,1,$540_pw,January 2019,3068,2019,1,HILL,540,206071145,House
142225,"11 DALLY STREET, CLIFTON HILL",-37.792519,144.999611,2.0,1.0,0,$580_per_week,November 2019,3068,2019,11,HILL,580,206071145,Apartment
142226,"48 NOONE STREET, CLIFTON HILL",-37.793359,144.991341,3.0,1.0,0,$575_-_$575,November 2019,3068,2019,11,HILL,575,206071145,House
142227,"53 DWYER STREET, CLIFTON HILL",-37.785982,145.001994,2.0,1.0,0,$650_per_week,March 2019,3068,2019,3,HILL,650,206071145,Apartment
142228,"1 YAMBLA STREET, CLIFTON HILL",-37.792736,145.000619,2.0,1.0,1,$600_pw,May 2019,3068,2019,5,HILL,600,206071145,Apartment
142229,"40 O GRADY STREET, CLIFTON HILL",-37.786837,144.998903,3.0,1.0,2,$800_Week,July 2019,3068,2019,7,HILL,800,206071145,House
142230,"40 O GRADY STREET, CLIFTON HILL",-37.786837,144.998903,3.0,1.0,2,$800_pw,June 2019,3068,2019,6,HILL,800,206071145,House
142231,"391 WELLINGTON STREET, CLIFTON HILL",-37.792966,144.988223,1.0,1.0,0,$510_Week,April 2019,3068,2019,4,HILL,510,206071145,Apartment
142232,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2.0,2.0,1,$610,September 2019,3068,2019,9,HILL,610,206071145,House
142236,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$430_per_week,January 2019,3068,2019,1,HILL,430,206071145,House
142237,"13 / 96 SPENSLEY STREET, CLIFTON HILL",-37.787318,145.000562,2.0,1.0,1,$420_Week,September 2019,3068,2019,9,HILL,420,206071145,Apartment
142239,"1/33 MYRTLE STREET, CLIFTON HILL",-37.791327,144.99719,1.0,1.0,0,$360_pw,April 2019,3068,2019,4,HILL,360,206071145,Apartment
142240,"4/41 FENWICK STREET, CLIFTON HILL",-37.788821,144.999765,2.0,1.0,1,$380,March 2019,3068,2019,3,HILL,380,206071145,Apartment
142241,"53 ROSENEATH STREET, CLIFTON HILL",-37.792369,144.996191,4.0,2.0,1,$820_pw,March 2019,3068,2019,3,HILL,820,206071145,House
142242,"3/31-33 HEIDELBERG ROAD, CLIFTON HILL",-37.786681,144.997501,2.0,1.0,1,$435,March 2019,3068,2019,3,HILL,435,206071145,Apartment
142243,"13/211 GOLD STREET, CLIFTON HILL",-37.791306,144.990222,2.0,1.0,1,$490_per_week,June 2019,3068,2019,6,HILL,490,206071145,Apartment
142244,"2/14-16 RAMSDEN STREET, CLIFTON HILL",-37.790195,144.995884,3.0,2.0,2,$800,August 2019,3068,2019,8,HILL,800,206071145,House
142245,"15G JOHN STREET, CLIFTON HILL",-37.789159,144.996056,2.0,2.0,1,$515,December 2019,3068,2019,12,HILL,515,206071145,House
142247,"14 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.1579965,144.5571227,3.0,1.0,2,$340_per_week,October 2019,3222,2019,10,SPRINGS,340,203031048,House
142248,"14 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.1579965,144.5571227,3.0,1.0,2,$360,September 2019,3222,2019,9,SPRINGS,360,203031048,House
142254,"6 HANNAH STREET, CLUNES",-37.295479,143.78396,2.0,1.0,0,$240,June 2019,3370,2019,6,CLUNES,240,201021010,Apartment
142257,"14 GRANT STREET, CLUNES",-37.295683,143.778994,3.0,1.0,2,$310_pw,May 2019,3370,2019,5,CLUNES,310,201021010,House
142266,"37 FITZWILLIAM CIRCUIT, CLYDE NORTH",-38.1062834,145.3484256,4.0,2.0,2,$425_p.w.,January 2019,3978,2019,1,NORTH,425,212031556,House
142323,"43 ADRIATIC CIRCUIT, CLYDE",-38.1245001,145.35414001,3.0,2.0,1,$370_p.w.,June 2019,3978,2019,6,CLYDE,370,212031303,House
142325,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$560_Wk,August 2019,3978,2019,8,CLYDE,560,212031303,House
142326,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$560_Wk,July 2019,3978,2019,7,CLYDE,560,212031303,House
142327,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$560_Wk,May 2019,3978,2019,5,CLYDE,560,212031303,House
142328,"235 CLYDE-FIVE WAYS ROAD, CLYDE",-38.13985,145.319078,4.0,3.0,2,$560_Wk,February 2019,3978,2019,2,CLYDE,560,212031303,House
142342,"41 COTTLE DRIVE, CLYDE",-38.13308001,145.3237001,3.0,2.0,1,$375,August 2019,3978,2019,8,CLYDE,375,212031558,House
142344,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$240_per_week,November 2019,3851,2019,11,COBAINS,240,205051100,Apartment
142345,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$240_per_week,April 2019,3851,2019,4,COBAINS,240,205051100,House
142348,"55 WALKER STREET, COBDEN",-38.328331,143.079519,2.0,1.0,1,$240,January 2019,3266,2019,1,COBDEN,240,217031475,Apartment
142356,"2/46 SILVESTER STREET, COBDEN",-38.3265291,143.0741625,2.0,1.0,1,$240_per_week,November 2019,3266,2019,11,COBDEN,240,217031475,Apartment
142357,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$240_per_week,November 2019,3266,2019,11,COBDEN,240,217031475,House
142358,"5 ASHTON ST, COBRAM",-35.91227001,145.64896001,3.0,1.0,1,$270_per_week,September 2019,3644,2019,9,COBRAM,270,216021411,House
142361,"42 GEMMELL STREET, COBRAM",-35.912563,145.6471428,3.0,2.0,2,$320_per_week,May 2019,3644,2019,5,COBRAM,320,216021411,House
142368,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$495_pw,January 2019,3058,2019,1,NORTH,495,210031236,House
142377,"818 SYDNEY ROAD, COBURG NORTH",-37.728796,144.964102,2.0,1.0,1,$425,March 2019,3058,2019,3,NORTH,425,210031236,Apartment
142380,"62 RONALD STREET, COBURG NORTH",-37.7300218002,144.9784763002,3.0,2.0,1,$540,December 2019,3058,2019,12,NORTH,540,210031236,House
142381,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$450_-_$470_per_week,June 2019,3058,2019,6,NORTH,470,210031236,House
142384,"4/8 MATHIESON STREET, COBURG NORTH",-37.720588,144.96443,2.0,1.0,1,$435,March 2019,3058,2019,3,NORTH,435,210031236,Apartment
142385,"4/8 MATHIESON STREET, COBURG NORTH",-37.720588,144.96443,2.0,1.0,1,$435_per_week,February 2019,3058,2019,2,NORTH,435,210031236,Apartment
142386,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$490_per_week,November 2019,3058,2019,11,COBURG,490,206011497,House
142387,"17 FISCHER STREET, COBURG",-37.735055,144.953662,3.0,1.0,1,$600_per_week,July 2019,3058,2019,7,COBURG,600,206011498,House
142392,"3/7 JESSIE STREET, COBURG",-37.754077,144.960323,2.0,1.0,1,$375_Weekly,July 2019,3058,2019,7,COBURG,375,206011498,House
142393,"3/7 JESSIE STREET, COBURG",-37.754077,144.960323,2.0,1.0,1,$375_Weekly,June 2019,3058,2019,6,COBURG,375,206011498,Apartment
142394,"1 STRATHEARN AVENUE, COBURG",-37.754017,144.956352,4.0,1.0,1,$560_-_$595_per_week,May 2019,3058,2019,5,COBURG,595,206011498,House
142395,"1/203 NICHOLSON STREET, COBURG",-37.7428029,144.9776612,2.0,1.0,1,$350_Week,February 2019,3058,2019,2,COBURG,350,206011497,Apartment
142396,"14 ROLLS STREET, COBURG",-37.749829,144.968644,2.0,1.0,0,$570_per_week,April 2019,3058,2019,4,COBURG,570,206011497,Apartment
142402,"4/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$420_per_week,October 2019,3058,2019,10,COBURG,420,206011497,Apartment
142403,"4/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$430,September 2019,3058,2019,9,COBURG,430,206011497,Apartment
142404,"27 KELSON STREET, COBURG",-37.741122,144.955288,2.0,1.0,0,$380_Week,November 2019,3058,2019,11,COBURG,380,206011498,Apartment
142407,"56 ROSE STREET, COBURG",-37.743155,144.947356,3.0,1.0,2,$520_per_week,July 2019,3058,2019,7,COBURG,520,206011498,House
142408,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2.0,2.0,1,$400_per_week,September 2019,3058,2019,9,COBURG,400,206011497,House
142410,"49 SOUDAN STREET, COBURG",-37.739114,144.951791,3.0,1.0,1,$520_Week,March 2019,3058,2019,3,COBURG,520,206011498,House
142411,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3.0,2.0,3,$550_per_week,November 2019,3058,2019,11,COBURG,550,206011498,House
142412,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3.0,2.0,3,$560,November 2019,3058,2019,11,COBURG,560,206011498,House
142416,"1/626 SYDNEY ROAD, COBURG",-37.735539,144.96646,2.0,1.0,1,$320_Weekly,May 2019,3058,2019,5,COBURG,320,206011497,House
142417,"1/626 SYDNEY ROAD, COBURG",-37.735539,144.96646,2.0,1.0,1,$320,April 2019,3058,2019,4,COBURG,320,206011497,Apartment
142419,"237A BELL STREET, COBURG",-37.740342,144.953851,3.0,1.0,1,$450_Week,October 2019,3058,2019,10,COBURG,450,206011498,House
142420,"29 SAUNDERS STREET, COBURG",-37.751468,144.950679,4.0,2.0,2,$850_per_week,May 2019,3058,2019,5,COBURG,850,206011498,House
142433,"13 COLLINS STREET, COBURG",-37.737022,144.954334,3.0,1.0,2,$490_per_week,December 2019,3058,2019,12,COBURG,490,206011498,House
142434,"28A JERSEY STREET, COBURG",-37.734173,144.953246,3.0,1.0,1,$460_per_week,July 2019,3058,2019,7,COBURG,460,206011498,House
142435,"28A JERSEY STREET, COBURG",-37.734173,144.953246,3.0,1.0,1,$460,June 2019,3058,2019,6,COBURG,460,206011498,House
142436,"2/56 THE AVENUE, COBURG",-37.752826,144.968178,2.0,2.0,1,$480_per_week,December 2019,3058,2019,12,COBURG,480,206011497,House
142437,"114 SHAFTSBURY STREET, COBURG",-37.745519,144.955825,3.0,2.0,1,$570_pw,October 2019,3058,2019,10,COBURG,570,206011498,House
142438,"114 SHAFTSBURY STREET, COBURG",-37.745519,144.955825,3.0,2.0,1,$570,September 2019,3058,2019,9,COBURG,570,206011498,House
142460,"257 MORELAND ROAD, COBURG",-37.754817,144.960393,6.0,3.0,5,$950_per_week,February 2019,3058,2019,2,COBURG,950,206011498,House
142461,"257 MORELAND ROAD, COBURG",-37.754817,144.960393,6.0,3.0,5,$950,January 2019,3058,2019,1,COBURG,950,206011498,House
142462,"274 BELL STREET, COBURG",-37.73991,144.95405,3.0,1.0,2,$450_per_week,May 2019,3058,2019,5,COBURG,450,206011498,House
142463,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$395_pw,October 2019,3058,2019,10,COBURG,395,206011497,Apartment
142464,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$395,September 2019,3058,2019,9,COBURG,395,206011497,Apartment
142468,"1/47 SHACKELL STREET, COBURG",-37.7403415002,144.9522478002,3.0,2.0,1,$550_per_week,October 2019,3058,2019,10,COBURG,550,206011498,House
142469,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$480,August 2019,3058,2019,8,COBURG,480,206011497,House
142470,"27 HARDING STREET, COBURG",-37.745161,144.969769,2.0,1.0,1,$520_Week,July 2019,3058,2019,7,COBURG,520,206011497,Apartment
142471,"5/9 SHEFFIELD STREET, COBURG",-37.746179,144.966674,2.0,1.0,1,$370,May 2019,3058,2019,5,COBURG,370,206011497,House
142472,"5/9 SHEFFIELD STREET, COBURG",-37.746179,144.966674,2.0,1.0,1,$370,April 2019,3058,2019,4,COBURG,370,206011497,Apartment
142474,"4/156 BARROW STREET, COBURG",-37.742919,144.973082,2.0,1.0,1,$350_per_week,March 2019,3058,2019,3,COBURG,350,206011497,Apartment
142475,"5/76 THE GROVE, COBURG",-37.752712,144.974704,2.0,1.0,1,$290,January 2019,3058,2019,1,COBURG,290,206011497,House
142492,"508/14-20 NICHOLSON STREET, COBURG",-37.755441,144.975716,1.0,1.0,1,$350_per_week,January 2019,3058,2019,1,COBURG,350,206011497,Apartment
142493,"28 PRESTON STREET, COBURG",-37.745224,144.954059,3.0,1.0,2,$630,August 2019,3058,2019,8,COBURG,630,206011498,House
142494,"28 PRESTON STREET, COBURG",-37.745224,144.954059,3.0,1.0,2,$590_-_$620_per_week,February 2019,3058,2019,2,COBURG,620,206011498,House
142495,"41A RENNIE STREET, COBURG",-37.750558,144.969431,2.0,1.0,1,$460,August 2019,3058,2019,8,COBURG,460,206011497,Apartment
142496,"41A RENNIE STREET, COBURG",-37.750558,144.969431,2.0,1.0,1,$490,June 2019,3058,2019,6,COBURG,490,206011497,Apartment
142497,"105/39 GAFFNEY STREET, COBURG",-37.7340174,144.9636143,2.0,1.0,1,$435_per_week,May 2019,3058,2019,5,COBURG,435,206011497,House
142499,"2/278 REYNARD STREET, COBURG",-37.746591,144.94691,3.0,1.0,3,$485_per_week,April 2019,3058,2019,4,COBURG,485,206011498,House
142500,"28 SARGOOD STREET, COBURG",-37.747845,144.963683,2.0,1.0,1,$460_Week,April 2019,3058,2019,4,COBURG,460,206011497,Apartment
142501,"74 LINDA STREET, COBURG",-37.7504653,144.9566657,3.0,2.0,1,$670_-_$690_per_week,April 2019,3058,2019,4,COBURG,690,206011498,House
142502,"1/179 GORDON STREET, COBURG",-37.7419981,144.9492972,2.0,1.0,2,$390_Week,February 2019,3058,2019,2,COBURG,390,206011498,Apartment
142503,"1/179 GORDON STREET, COBURG",-37.7419981,144.9492972,2.0,1.0,2,$390_pw,January 2019,3058,2019,1,COBURG,390,206011498,Apartment
142505,"101A STOCKADE AVENUE, COBURG",-37.7384509002,144.9701681002,2.0,2.0,1,$420,October 2019,3058,2019,10,COBURG,420,206011497,House
142506,"25A FISCHER STREET, COBURG",-37.734543,144.953756,2.0,1.0,1,$380_per_week,January 2019,3058,2019,1,COBURG,380,206011498,Apartment
142507,"20 CASH STREET, COBURG",-37.748976,144.967068,3.0,1.0,2,$650_per_week,August 2019,3058,2019,8,COBURG,650,206011497,House
142508,"1/22 CHAMBERS STREET, COBURG",-37.748545,144.968059,2.0,1.0,1,$350_per_week,July 2019,3058,2019,7,COBURG,350,206011497,House
142509,"25 CLIFTON GROVE, COBURG",-37.737821,144.958503,3.0,1.0,1,$520_Weekly,June 2019,3058,2019,6,COBURG,520,206011498,House
142510,"25 CLIFTON GROVE, COBURG",-37.737821,144.958503,3.0,1.0,1,$520_-_$550_per_week,June 2019,3058,2019,6,COBURG,550,206011498,House
142515,"5 BORONIA CRESCENT, COCKATOO",-37.936985,145.493334,3.0,1.0,1,$370_per_week,July 2019,3781,2019,7,COCKATOO,370,212011289,House
142520,"55 FIRST AVENUE, COCKATOO",-37.941172,145.486123,3.0,1.0,3,$350_per_week,December 2019,3781,2019,12,COCKATOO,350,212011289,House
142521,"55 FIRST AVENUE, COCKATOO",-37.941172,145.486123,3.0,1.0,3,$340,June 2019,3781,2019,6,COCKATOO,340,212011289,House
142522,"55 FIRST AVENUE, COCKATOO",-37.941172,145.486123,3.0,1.0,3,$340_per_week,January 2019,3781,2019,1,COCKATOO,340,212011289,House
142523,"18 CARAWA STREET, COCKATOO",-37.926109,145.49772,3.0,2.0,1,$395_per_week,October 2019,3781,2019,10,COCKATOO,395,212011289,House
142539,"4 SELWOOD STREET, COLAC",-38.347277,143.592928,2.0,1.0,0,$250_per_week,March 2019,3250,2019,3,COLAC,250,217031472,Apartment
142540,"5A MARKS STREET, COLAC",-38.338987,143.575414,1.0,1.0,1,$175_per_week,May 2019,3250,2019,5,COLAC,175,217031472,Apartment
142550,"22 GRAVESEND STREET, COLAC",-38.346357,143.5853,3.0,2.0,1,$300_per_week,November 2019,3250,2019,11,COLAC,300,217031472,House
142557,"18 CHEVIOT AVE, COLDSTREAM",-37.72822,145.38466,3.0,1.0,1,$350,June 2019,3770,2019,6,COLDSTREAM,350,211051278,House
142573,"50 LAURISTON DRIVE, COLDSTREAM",-37.728935,145.38654,3.0,2.0,2,$450_per_week,January 2019,3770,2019,1,COLDSTREAM,450,211051278,House
142576,"9 MCCONOCHIE STREET, COLERAINE",-37.6028556,141.6993735,4.0,1.0,2,$200_per_week,November 2019,3315,2019,11,COLERAINE,200,217011423,House
142577,"9 MCCONOCHIE STREET, COLERAINE",-37.6028556,141.6993735,4.0,1.0,2,$210_per_week,January 2019,3315,2019,1,COLERAINE,210,217011423,House
142578,"3844 GLENELG HIGHWAY, COLERAINE",-37.59233633,141.6458652,3.0,1.0,2,$250,November 2019,3315,2019,11,COLERAINE,250,217011423,House
142586,"2/19-23 BENDIGO STREET, COLLINGWOOD",-37.795915,144.992664,1.0,1.0,1,$365_Week,November 2019,3066,2019,11,COLLINGWOOD,365,206071141,Apartment
142587,"5/1 PEEL STREET, COLLINGWOOD",-37.805274,144.983734,1.0,1.0,1,$400_pw,February 2019,3066,2019,2,COLLINGWOOD,400,206071141,Apartment
142588,"206/75 WELLINGTON STREET, COLLINGWOOD",-37.8065954002,144.9860905002,1.0,1.0,1,$460_pw,May 2019,3066,2019,5,COLLINGWOOD,460,206071141,Apartment
142589,"110M / 60 STANLEY STREET, COLLINGWOOD",-37.80188001,144.98601001,2.0,2.0,1,$590_per_week,September 2019,3066,2019,9,COLLINGWOOD,590,206071141,House
142590,"110M / 60 STANLEY STREET, COLLINGWOOD",-37.80188001,144.98601001,2.0,2.0,1,$590,August 2019,3066,2019,8,COLLINGWOOD,590,206071141,House
142591,"110M / 60 STANLEY STREET, COLLINGWOOD",-37.80188001,144.98601001,2.0,2.0,1,$600,August 2019,3066,2019,8,COLLINGWOOD,600,206071141,House
142596,"506/45 VICTORIA PARADE, COLLINGWOOD",-37.808694,144.984082,1.0,1.0,0,$300_per_week,November 2019,3066,2019,11,COLLINGWOOD,300,206071141,Apartment
142597,"506/45 VICTORIA PARADE, COLLINGWOOD",-37.808694,144.984082,1.0,1.0,0,$280_per_week,June 2019,3066,2019,6,COLLINGWOOD,280,206071141,Apartment
142598,"18/34 SMITH STREET, COLLINGWOOD",-37.807413,144.983606,1.0,1.0,1,$420_pw,January 2019,3066,2019,1,COLLINGWOOD,420,206071141,Apartment
142599,"504/45 VICTORIA PDE, COLLINGWOOD",-37.808699,144.98413,1.0,1.0,0,$320,December 2019,3066,2019,12,COLLINGWOOD,320,206071141,Apartment
142600,"504/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1.0,1.0,0,$320,October 2019,3066,2019,10,COLLINGWOOD,320,206071141,Apartment
142601,"504/45 VICTORIA PARADE, COLLINGWOOD",-37.808835,144.984151,1.0,1.0,0,$320_per_week,February 2019,3066,2019,2,COLLINGWOOD,320,206071141,Apartment
