,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE,residence_type
163645,"4 COOLABAH WAY, CLIFTON SPRINGS",-38.148568,144.576425,4.0,2.0,3,$300_per_week,July 2013,3222,2013,7,SPRINGS,300,203031048,House
163646,"2/7 CONDY STREET, CLIFTON SPRINGS",-38.167936,144.56906,2.0,2.0,2,$260_per_week,March 2013,3222,2013,3,SPRINGS,260,203031048,House
163647,"360 CLONBINANE ROAD, CLONBINANE",-37.32236,145.078481,4.0,2.0,2,$300_pw,October 2013,3658,2013,10,CLONBINANE,300,209041224,House
163648,"6 HANNAH STREET, CLUNES",-37.295479,143.78396,2.0,1.0,0,$220,July 2013,3370,2013,7,CLUNES,220,201021010,Apartment
163656,"189 LOCARNO ROAD, CLYDESDALE",-37.180468,144.082754,3.0,1.0,0,$315_per_week,March 2013,3461,2013,3,CLYDESDALE,315,201021011,House
163660,"55 WALKER STREET, COBDEN",-38.328331,143.079519,2.0,1.0,1,$200_per_week,October 2013,3266,2013,10,COBDEN,200,217031475,Apartment
163664,"397 STONEYFORD ROAD, COBDEN",-38.332701,143.126845,3.0,1.0,1,$240_per_week,November 2013,3266,2013,11,COBDEN,240,217031475,House
163668,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$425_pw,January 2013,3058,2013,1,NORTH,425,210031236,House
163669,"2A MANLY COURT, COBURG NORTH",-37.720577,144.970207,3.0,2.0,1,$430_pw,January 2013,3058,2013,1,NORTH,430,210031236,House
163670,"6/25A ARTHUR STREET, COBURG NORTH",-37.723824,144.9823,2.0,1.0,1,$270_pw,March 2013,3058,2013,3,NORTH,270,210031236,Apartment
163673,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$470_pw,March 2013,3058,2013,3,COBURG,470,206011497,House
163674,"2/64 VICTORIA STREET, COBURG",-37.742205,144.958461,2.0,1.0,1,$290_per_week,August 2013,3058,2013,8,COBURG,290,206011498,Apartment
163675,"41 LINSEY STREET, COBURG",-37.741145,144.952948,3.0,1.0,1,$360_pw,November 2013,3058,2013,11,COBURG,360,206011498,House
163676,"104A/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,1.0,1.0,1,$330_per_week,February 2013,3058,2013,2,COBURG,330,206011497,Apartment
163680,"3/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$330_pw,October 2013,3058,2013,10,COBURG,330,206011497,Apartment
163681,"101B/41-43 STOCKADE AVENUE, COBURG",-37.7370199,144.9707254,3.0,1.0,2,$390_per_week,October 2013,3058,2013,10,COBURG,390,206011497,House
163682,"30 VICTORIA STREET, COBURG",-37.7429133,144.9637724,2.0,1.0,1,$350_per_week,October 2013,3058,2013,10,COBURG,350,206011497,Apartment
163683,"8/144 NICHOLSON STREET, COBURG",-37.745665,144.978198,2.0,1.0,1,$340_pw,September 2013,3058,2013,9,COBURG,340,206011497,Apartment
163685,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2.0,1.0,1,$360_per_week,August 2013,3058,2013,8,COBURG,360,206011497,Apartment
163686,"49 SOUDAN STREET, COBURG",-37.739114,144.951791,3.0,1.0,1,$470_pw,December 2013,3058,2013,12,COBURG,470,206011498,House
163687,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$370_pw,April 2013,3058,2013,4,COBURG,370,206011497,Apartment
163688,"4/9 ROSS STREET, COBURG",-37.738825,144.965837,2.0,1.0,1,$330_pw,May 2013,3058,2013,5,COBURG,330,206011497,House
163689,"4/9 ROSS STREET, COBURG",-37.738825,144.965837,2.0,1.0,1,$330_pw,April 2013,3058,2013,4,COBURG,330,206011497,Apartment
163690,"4/9 ROSS STREET, COBURG",-37.738825,144.965837,2.0,1.0,1,$335_pw,April 2013,3058,2013,4,COBURG,335,206011497,Apartment
163691,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$340,August 2013,3058,2013,8,COBURG,340,206011497,Apartment
163692,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$340,July 2013,3058,2013,7,COBURG,340,206011497,House
163693,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$330_per_week,June 2013,3058,2013,6,COBURG,330,206011497,Apartment
163694,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$330_per_week,May 2013,3058,2013,5,COBURG,330,206011497,House
163695,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$340_p.w.,April 2013,3058,2013,4,COBURG,340,206011497,Apartment
163696,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$340_per_week,March 2013,3058,2013,3,COBURG,340,206011497,Apartment
163697,"114 SHAFTSBURY STREET, COBURG",-37.745519,144.955825,3.0,2.0,1,$525_per_week,June 2013,3058,2013,6,COBURG,525,206011498,House
163698,"114 SHAFTSBURY STREET, COBURG",-37.745519,144.955825,3.0,2.0,1,$540_per_week,April 2013,3058,2013,4,COBURG,540,206011498,House
163699,"114 SHAFTSBURY STREET, COBURG",-37.745519,144.955825,3.0,2.0,1,$540_per_week,March 2013,3058,2013,3,COBURG,540,206011498,House
163702,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$375_per_week,November 2013,3058,2013,11,COBURG,375,206011497,Apartment
163703,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$375_per_week,October 2013,3058,2013,10,COBURG,375,206011497,Apartment
163706,"11/1 MANNA GUM COURT, COBURG",-37.736609,144.975974,3.0,2.0,2,$480_pw,May 2013,3058,2013,5,COBURG,480,206011497,House
163707,"20/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,3.0,2.0,2,$500_Weekly,April 2013,3058,2013,4,COBURG,500,206011497,House
163708,"20/1 MANNA GUM COURT, COBURG",-37.737353,144.976093,3.0,2.0,2,$500_pw,March 2013,3058,2013,3,COBURG,500,206011497,House
163710,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$380_pw,February 2013,3058,2013,2,COBURG,380,206011497,House
163719,"332/12-20 NICHOLSON STREET, COBURG",-37.75544,144.975529,2.0,1.0,1,$380_pw,November 2013,3058,2013,11,COBURG,380,206011497,Apartment
163721,"23A MURRAY STREET, COBURG",-37.738829,144.958816,3.0,1.0,1,$440,March 2013,3058,2013,3,COBURG,440,206011498,House
163722,"23A MURRAY STREET, COBURG",-37.738829,144.958816,3.0,1.0,1,$440_per_week,February 2013,3058,2013,2,COBURG,440,206011498,House
163724,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$350_per_week,November 2013,3058,2013,11,COBURG,350,206011497,Apartment
163725,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$360_per_week,October 2013,3058,2013,10,COBURG,360,206011497,Apartment
163726,"2/278 REYNARD STREET, COBURG",-37.746591,144.94691,3.0,1.0,3,$470_per_week,June 2013,3058,2013,6,COBURG,470,206011498,House
163727,"767 SYDNEY ROAD, COBURG",-37.732851,144.964529,2.0,1.0,1,$360_-_$390_per_week,November 2013,3058,2013,11,COBURG,390,210031236,Apartment
163728,"3/618 SYDNEY ROAD, COBURG",-37.735994,144.966585,3.0,1.0,1,$340_per_week,October 2013,3058,2013,10,COBURG,340,206011497,House
163729,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$320_pw,July 2013,3058,2013,7,COBURG,320,206011497,Apartment
163730,"1 DARE STREET, COBURG",-37.749962,144.96728,3.0,3.0,2,$340_pw,September 2013,3058,2013,9,COBURG,340,206011497,House
163732,"18/2 ALICE STREET, COBURG",-37.743803,144.957178,2.0,1.0,1,$280_Weekly,September 2013,3058,2013,9,COBURG,280,206011498,Apartment
163733,"25 CLIFTON GROVE, COBURG",-37.737821,144.958503,3.0,1.0,1,$470_p.w.,October 2013,3058,2013,10,COBURG,470,206011498,House
163734,"2 BELGRAVE AVENUE, COCKATOO",-37.92732,145.495818,4.0,2.0,6,$370_pw,April 2013,3781,2013,4,COCKATOO,370,212011289,House
163737,"55 FIRST AVENUE, COCKATOO",-37.941172,145.486123,3.0,1.0,3,$330_pw,January 2013,3781,2013,1,COCKATOO,330,212011289,House
163742,"66 WOORI YALLOCK ROAD, COCKATOO",-37.928419,145.492924,3.0,2.0,2,$340,December 2013,3781,2013,12,COCKATOO,340,212011289,House
163771,"77 GRIFFINS ROAD, COGHILLS CREEK",-37.38039,143.738068,3.0,2.0,4,$400_pw,September 2013,3364,2013,9,CREEK,400,201021010,House
163780,"5A MARKS STREET, COLAC",-38.338987,143.575414,1.0,1.0,1,$160_pw,November 2013,3250,2013,11,COLAC,160,217031472,Apartment
163785,"18 CHEVIOT AVE, COLDSTREAM",-37.72822,145.38466,3.0,1.0,1,$335_per_week,October 2013,3770,2013,10,COLDSTREAM,335,211051278,House
163786,"18 CHEVIOT AVE, COLDSTREAM",-37.72822,145.38466,3.0,1.0,1,$335_per_week,July 2013,3770,2013,7,COLDSTREAM,335,211051278,House
163789,"21 KILLARA ROAD, COLDSTREAM",-37.722431,145.390804,4.0,1.0,2,$440_per_week,June 2013,3770,2013,6,COLDSTREAM,440,211051278,House
163793,"73 MCCONOCHIE STREET, COLERAINE",-37.602055,141.691438,4.0,1.0,0,$170_pw,November 2013,3315,2013,11,COLERAINE,170,217011423,House
163794,"7 MCCONOCHIE STREET, COLERAINE",-37.603035,141.699576,2.0,1.0,0,$140_Weekly,December 2013,3315,2013,12,COLERAINE,140,217011423,Apartment
163795,"5/1 PEEL STREET, COLLINGWOOD",-37.805274,144.983734,1.0,1.0,1,$385_per_week,February 2013,3066,2013,2,COLLINGWOOD,385,206071141,Apartment
163796,"305/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,3.0,1.0,1,$620_p.w.,August 2013,3066,2013,8,COLLINGWOOD,620,206071141,House
163797,"305/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,3.0,1.0,1,$630_p.w.,June 2013,3066,2013,6,COLLINGWOOD,630,206071141,House
163798,"506/45 VICTORIA PARADE, COLLINGWOOD",-37.808694,144.984082,1.0,1.0,0,$260_per_week,December 2013,3066,2013,12,COLLINGWOOD,260,206071141,Apartment
163799,"2.04/46 CAMBRIDGE STREET, COLLINGWOOD",-37.807575,144.985292,1.0,1.0,0,$320_pw,September 2013,3066,2013,9,COLLINGWOOD,320,206071141,Apartment
163800,"2.04/46 CAMBRIDGE STREET, COLLINGWOOD",-37.807575,144.985292,1.0,1.0,0,$320_pw,August 2013,3066,2013,8,COLLINGWOOD,320,206071141,Apartment
163801,"18/34 SMITH STREET, COLLINGWOOD",-37.807413,144.983606,1.0,1.0,1,$390_pw,November 2013,3066,2013,11,COLLINGWOOD,390,206071141,Apartment
163802,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$260_pw,January 2013,3066,2013,1,COLLINGWOOD,260,206071141,Apartment
163803,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1.0,1.0,1,$400_pw,June 2013,3066,2013,6,COLLINGWOOD,400,206071142,Apartment
163808,"24/115 OXFORD STREET, COLLINGWOOD",-37.802621,144.984866,2.0,1.0,1,$600_per_week,June 2013,3066,2013,6,COLLINGWOOD,600,206071141,Apartment
163809,"24/115 OXFORD STREET, COLLINGWOOD",-37.802621,144.984866,2.0,1.0,1,$650_per_week,June 2013,3066,2013,6,COLLINGWOOD,650,206071141,Apartment
163810,"2/17 ALEXANDER STREET, COLLINGWOOD",-37.795758,144.991069,1.0,1.0,1,$250_per_week,January 2013,3066,2013,1,COLLINGWOOD,250,206071141,Apartment
163811,"15/15-25 OXFORD STREET, COLLINGWOOD",-37.8076309,144.9840188,2.0,1.0,2,$475_pw,November 2013,3066,2013,11,COLLINGWOOD,475,206071141,Apartment
163812,"274 SMITH STREET, COLLINGWOOD",-37.8010276,144.9839259,3.0,2.0,1,$850_p.w.,March 2013,3066,2013,3,COLLINGWOOD,850,206071141,House
163813,"117/3 HODDLE STREET, COLLINGWOOD",-37.8089283,144.9913524,2.0,1.0,2,$450_per_week,August 2013,3066,2013,8,COLLINGWOOD,450,206071141,Apartment
163814,"108/10 STANLEY STREET, COLLINGWOOD",-37.80182,144.984563,2.0,2.0,1,$550_p.w.,December 2013,3066,2013,12,COLLINGWOOD,550,206071141,House
163815,"301/45 VICTORIA PARADE, COLLINGWOOD",-37.8087039,144.9841198,1.0,1.0,1,$375_pw,February 2013,3066,2013,2,COLLINGWOOD,375,206071141,Apartment
163819,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1.0,1.0,1,$420_per_week,July 2013,3066,2013,7,COLLINGWOOD,420,206071141,Apartment
163820,"2/9-11 OTTER STREET, COLLINGWOOD",-37.800996,144.985087,2.0,1.0,1,$395_per_week,July 2013,3066,2013,7,COLLINGWOOD,395,206071141,Apartment
163821,"2/9-11 OTTER STREET, COLLINGWOOD",-37.800996,144.985087,2.0,1.0,1,$400_per_week,June 2013,3066,2013,6,COLLINGWOOD,400,206071141,Apartment
163822,"105/40 STANLEY STREET, COLLINGWOOD",-37.8021801,144.9853655,2.0,1.0,1,$480_per_week,December 2013,3066,2013,12,COLLINGWOOD,480,206071141,Apartment
163823,"235 KNIGHTS ROAD, CONGUPNA",-36.323892,145.458638,3.0,1.0,1,$250_pw,November 2013,3633,2013,11,CONGUPNA,250,216031418,House
163831,"13 AMBROSIA DRIVE, CONNEWARRE",-38.3040878,144.3139277,4.0,2.0,2,$380_pw,December 2013,3228,2013,12,CONNEWARRE,380,203031053,House
163833,"29 PROMINENCE BOULEVARD, CONNEWARRE",-38.3040878,144.3139277,4.0,2.0,2,$380_pw,November 2013,3228,2013,11,CONNEWARRE,380,203031053,House
163844,"14 FRESHWATER DRIVE, CONNEWARRE",-38.2368922,144.3694495,4.0,2.0,2,$385_per_week,October 2013,3228,2013,10,CONNEWARRE,385,203031489,House
163845,"5 DAYBREAK AVENUE, CONNEWARRE",-38.2361351,144.3666933,4.0,2.0,2,$365_per_week,October 2013,3228,2013,10,CONNEWARRE,365,203031489,House
163846,"17 CAITLIN CHASE, CONNEWARRE",-38.2362662,144.3742753,4.0,2.0,2,$420_pw,October 2013,3228,2013,10,CONNEWARRE,420,203031489,House
163850,"16 SILVERCREST WAY, CONNEWARRE",-38.2374337,144.3749677,4.0,2.0,2,$430_per_week,October 2013,3228,2013,10,CONNEWARRE,430,203031489,House
163852,"21 CHILDERS CRESCENT, COOLAROO",-37.660879,144.928919,3.0,1.0,1,$320_per_week,April 2013,3048,2013,4,COOLAROO,320,210051243,House
163853,"75 ALMURTA AVENUE, COOLAROO",-37.659898,144.927728,3.0,1.0,1,$320_per_week,October 2013,3048,2013,10,COOLAROO,320,210051243,House
163854,"24 BLIGH ST, COOMA",-36.4117843,145.0682096,3.0,1.0,1,$320_per_week,December 2013,3616,2013,12,COOMA,320,216031419,House
163855,"CARINYA/COTTA... NITHOLM ROAD, COOMA",-36.4117843,145.0682096,3.0,1.0,0,$210_per_week,August 2013,3616,2013,8,COOMA,210,216031419,House
163856,"1 EAST CAMP DR, COOMA",-36.4117843,145.0682096,4.0,2.0,2,$420_per_week,July 2013,3616,2013,7,COOMA,420,216031419,House
163857,"170 KANGAROO DRIVE, COOMOORA",-37.334035,144.200818,2.0,2.0,1,$180_pw,November 2013,3461,2013,11,COOMOORA,180,201021011,House
163858,"210 DAYLESFORD-MALMSBERY ROAD, COOMOORA",-37.325691,144.185619,4.0,1.0,0,$360,June 2013,3461,2013,6,COOMOORA,360,201021011,House
163859,"210 DAYLESFORD-MALMSBERY ROAD, COOMOORA",-37.325691,144.185619,4.0,1.0,0,$360,July 2013,3461,2013,7,COOMOORA,360,201021011,House
163860,"160 KANGAROO DRIVE, COOMOORA",-37.334653,144.19954,3.0,1.0,0,$300_per_week,April 2013,3461,2013,4,COOMOORA,300,201021011,House
163865,"635 BUNYIP RIVER ROAD, CORA LYNN",-38.138998,145.623274,3.0,1.0,2,$395_Weekly,December 2013,3814,2013,12,LYNN,395,212011547,House
163866,"635 BUNYIP RIVER ROAD, CORA LYNN",-38.138998,145.623274,3.0,1.0,2,$440_pw,December 2013,3814,2013,12,LYNN,440,212011547,House
163867,"635 BUNYIP RIVER ROAD, CORA LYNN",-38.138998,145.623274,3.0,1.0,2,$440_pw,August 2013,3814,2013,8,LYNN,440,212011547,House
163870,"12 GRANAULT PARADE, CORIO",-38.075683,144.365084,3.0,1.0,2,$235_per_week,December 2013,3214,2013,12,CORIO,235,203021486,House
163877,"5 CAITHNESS CRESCENT, CORIO",-38.073268,144.356933,3.0,1.0,3,$285_pw,December 2013,3214,2013,12,CORIO,285,203021486,House
163878,"5 CAITHNESS CRESCENT, CORIO",-38.073268,144.356933,3.0,1.0,3,$280_pw,February 2013,3214,2013,2,CORIO,280,203021486,House
163879,"6 ARMALITE COURT, CORIO",-38.069292,144.351343,3.0,1.0,2,$270_p.w.,April 2013,3214,2013,4,CORIO,270,203021486,House
163880,"3/8-9 FIELDMAN COURT, CORIO",-38.068974,144.350346,2.0,1.0,1,$250_pw,October 2013,3214,2013,10,CORIO,250,203021486,Apartment
163881,"4 CHESHIRE STREET, CORIO",-38.073003,144.353327,3.0,1.0,4,$280_per_week,April 2013,3214,2013,4,CORIO,280,203021486,House
163886,"523 CORANGAMITE LAKE ROAD, COROROOKE",-38.2890562,143.5225133,3.0,1.0,2,$185_pw,August 2013,3254,2013,8,COROROOKE,185,217031473,House
163904,"4/35 CHAPEL STREET, COWES",-38.450944,145.24391,2.0,1.0,1,$210_per_week,February 2013,3922,2013,2,COWES,210,205031091,Apartment
163906,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3.0,2.0,1,$240_pw,October 2013,3922,2013,10,COWES,240,205031091,House
163910,"2813 TRARALGON-MAFFRA ROAD, COWWARR",-38.0146325,146.7008645,3.0,1.0,2,$300_per_week,July 2013,3857,2013,7,COWWARR,300,205051102,House
163913,"2813 TRARALGON MAFFRA ROAD, COWWARR",-38.014632,146.700864,3.0,1.0,2,$300_per_week,February 2013,3857,2013,2,COWWARR,300,205051102,House
163914,"63 THORESBY CIRCLE, CRAIGIE",-37.1039158,143.7758537,3.0,2.0,2,$310,May 2013,3465,2013,5,CRAIGIE,310,201031017,House
163915,"22 STOCKTON STREET, CRAIGIEBURN",-37.605254,144.941661,3.0,1.0,1,$290_per_week,October 2013,3064,2013,10,CRAIGIEBURN,290,210051443,House
163916,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$320_pw,December 2013,3064,2013,12,CRAIGIEBURN,320,210051543,House
163917,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$320_per_week,May 2013,3064,2013,5,CRAIGIEBURN,320,210051543,House
163918,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$320_pw,April 2013,3064,2013,4,CRAIGIEBURN,320,210051543,House
