,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry,postcode,suburb
28,18936,33-Francis St/Malvern Rd (South Yarra),-37.847653,145.000434,1,72,POINT (145.000439806487 -37.847639860175015),3141,SOUTH YARRA
29,18937,34-Williams Rd/Malvern Rd (South Yarra),-37.848004,145.00305,1,72,POINT (145.00305592599403 -37.84799086035641),3141,SOUTH YARRA
30,18938,35-Mathoura Rd/Malvern Rd (Toorak),-37.84848,145.006685,1,72,POINT (145.00669084531032 -37.84846687060844),3142,TOORAK
31,18939,36-A'Beckett St/Malvern Rd (Toorak),-37.848923,145.009992,1,72,POINT (145.0099978046872 -37.84890985083784),3142,TOORAK
32,18940,37-Orrong Rd/Malvern Rd (Toorak),-37.849193,145.012076,1,72,POINT (145.01208184429552 -37.84917985098237),3142,TOORAK
33,18941,38-Clendon Rd/Malvern Rd (Toorak),-37.849618,145.01536,1,72,POINT (145.01536576367835 -37.849604831210144),3142,TOORAK
34,18942,39-Irving Rd/Malvern Rd (Toorak),-37.850052,145.018679,1,72,POINT (145.01868496305408 -37.850038811440434),3142,TOORAK
35,18943,40-Kooyong Rd/Malvern Rd (Toorak),-37.850403,145.021306,1,72,POINT (145.0213118825592 -37.85038981162277),3142,TOORAK
36,18944,41-Albany Rd/Malvern Rd (Toorak),-37.850763,145.023956,1,72,POINT (145.0239618420593 -37.850749811806786),3142,TOORAK
37,18945,42-Lauriston Girls School/Malvern Rd (Toorak),-37.851052,145.026141,1,72,POINT (145.02614704164793 -37.85103880195838),3142,ARMADALE
38,18946,43-Glenferrie Rd/Malvern Rd (Toorak),-37.851547,145.029867,1,72,POINT (145.02987304094628 -37.85153380221722),3142,TOORAK
39,18947,44-Plant St/Malvern Rd (Malvern),-37.851897,145.032495,1,72,POINT (145.03250104045125 -37.85188381239975),3144,MALVERN
40,18948,45-Elizabeth St/Malvern Rd (Malvern),-37.852259,145.035304,1,72,POINT (145.03530975992354 -37.852245882594794),3144,MALVERN
41,18949,46-Meredith St/Malvern Rd (Malvern),-37.852784,145.039234,1,72,POINT (145.03923987918301 -37.85277085286787),3144,MALVERN
42,18950,47-Tooronga Rd/Malvern Rd (Malvern),-37.853128,145.041987,1,72,POINT (145.04199279866697 -37.853114833059045),3146,GLEN IRIS
43,18951,48-Edgar St/Malvern Rd (Malvern),-37.853556,145.045555,1,72,POINT (145.04556075800005 -37.85354287330675),3146,GLEN IRIS
44,18952,49-Kenilworth Gr/Malvern Rd (Malvern),-37.8539,145.04832,1,72,POINT (145.0483259174818 -37.853886853498835),3146,GLEN IRIS
45,18953,50-Burke Rd/Malvern Rd (Malvern),-37.854322,145.051491,1,72,POINT (145.05149679688455 -37.854308863719325),3146,GLEN IRIS
46,18954,51-Gardiner Railway Station/Burke Rd (Hawthorn East),-37.852854,145.052677,1,72,POINT (145.05268299683883 -37.85284087379173),3146,GLEN IRIS
47,18955,52-Harris Ave/Burke Rd (Hawthorn East),-37.849778,145.053042,1,72,POINT (145.05304803711158 -37.84976485379776),3146,GLEN IRIS
48,18956,53-Faircroft Ave/Burke Rd (Hawthorn East),-37.848171,145.053392,1,72,POINT (145.05339795722642 -37.848157813811845),3146,GLEN IRIS
49,18957,54-Toorak Rd/Burke Rd (Glen Iris),-37.8458,145.053874,1,72,POINT (145.0538799974018 -37.84578685383026),3146,GLEN IRIS
50,18958,55-Middle Rd/Burke Rd (Hawthorn East),-37.843796,145.054245,1,72,POINT (145.05425079755636 -37.843782823843334),3124,CAMBERWELL
51,18959,56-Anderson Rd/Burke Rd (Hawthorn East),-37.841856,145.054626,1,72,POINT (145.05463203770213 -37.841842873857516),3124,CAMBERWELL
52,18960,57-Pine Ave/Burke Rd (Hawthorn East),-37.840257,145.054941,1,72,POINT (145.05494703782213 -37.84024384386925),3124,CAMBERWELL
53,18961,58-Leura Gr/Burke Rd (Hawthorn East),-37.838164,145.055336,1,72,POINT (145.05534195798228 -37.83815080388341),3124,CAMBERWELL
54,18962,59-Pleasant Rd/Burke Rd (Hawthorn East),-37.835415,145.055829,1,72,POINT (145.05583479819708 -37.83540184390024),3124,CAMBERWELL
55,18963,60-Campbell Rd/Burke Rd (Hawthorn East),-37.833717,145.056158,1,72,POINT (145.05616383832543 -37.83370381391234),3124,CAMBERWELL
56,18964,61-Riversdale Rd/Burke Rd (Hawthorn East),-37.83157,145.056566,1,72,POINT (145.05657207848913 -37.83155686392709),3124,CAMBERWELL
57,18965,62-Camberwell Shopping Centre/755 Burke Rd (Hawthorn East),-37.830204,145.056818,1,72,POINT (145.05682407859464 -37.83019084393593),3124,CAMBERWELL
58,18966,63-Prospect Hill Rd/Burke Rd (Hawthorn East),-37.828219,145.057222,1,72,POINT (145.05722799874138 -37.8282058039514),3124,CAMBERWELL
59,18967,64-Camberwell Station/Burke Rd (Hawthorn East),-37.826054,145.057631,1,72,POINT (145.05763695890687 -37.82604085396608),3124,CAMBERWELL
60,18968,65-Victoria Rd/Burke Rd (Hawthorn East),-37.823583,145.05806,1,72,POINT (145.05806607910236 -37.82356981398026),3124,CAMBERWELL
61,18969,66-Rathmines Rd/Burke Rd (Hawthorn East),-37.821481,145.058467,1,72,POINT (145.05847287926136 -37.821467863995174),3124,CAMBERWELL
62,18970,67-Camberwell Girls Grammar/Burke Rd (Hawthorn East),-37.818589,145.059054,1,72,POINT (145.0590600394754 -37.818575804017605),3123,HAWTHORN EAST
63,18971,68-Mont Albert Rd/Burke Rd (Kew),-37.815992,145.059542,1,72,POINT (145.0595478396744 -37.81597885403503),3101,KEW
64,18972,69-Sackville St/Burke Rd (Kew),-37.814132,145.059875,1,72,POINT (145.05988083981978 -37.81411882404639),3101,KEW
65,18973,36-St Kilda Primary School/Brighton Rd (Balaclava),-37.870059,144.988415,1,67,POINT (144.98842084613617 -37.87004580949072),3182,ST KILDA
66,18974,37-Chapel St/Brighton Rd (Balaclava),-37.871771,144.989494,1,67,POINT (144.98949976576193 -37.87175787957518),3182,ST KILDA
67,18975,38-Brunning St/Brighton Rd (Balaclava),-37.8728,144.990125,1,67,POINT (144.99013084554002 -37.872786849624745),3183,BALACLAVA
68,18976,39-Glen Eira Rd/Brighton Rd (Balaclava),-37.876636,144.992545,1,67,POINT (144.99255076470092 -37.876622829814174),3185,RIPPONLEA
69,18977,40-Scott St/Brighton Rd (Balaclava),-37.878886,144.993973,1,67,POINT (144.9939788842072 -37.87887282992591),3185,RIPPONLEA
70,18978,41-Coleridge St/Brighton Rd (Balaclava),-37.880798,144.995161,1,67,POINT (144.995166883792 -37.88078488001909),3185,RIPPONLEA
71,18979,42-Hotham St/Brighton Rd (Balaclava),-37.882957,144.996501,1,67,POINT (144.99650680332343 -37.88294380012423),3185,RIPPONLEA
72,18980,43-Brighton Rd/Glenhuntly Rd (Elsternwick),-37.8838,144.997842,1,67,POINT (144.9978478029981 -37.883786830221304),3185,ELSTERNWICK
73,18981,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),-37.88415,145.00038,1,67,POINT (145.00038580251814 -37.88413684039731),3185,ELSTERNWICK
74,18982,45-Elsternwick Shopping Centre/Glenhuntly Rd (Elsternwick),-37.884613,145.003812,1,67,POINT (145.0038180418702 -37.884599800635335),3185,ELSTERNWICK
75,18983,46-Orrong Rd/Glenhuntly Rd (Elsternwick),-37.884862,145.005705,1,67,POINT (145.00571092151358 -37.884848830766586),3185,ELSTERNWICK
76,18984,47-Shoobra Rd/Glenhuntly Rd (Elsternwick),-37.885271,145.009127,1,67,POINT (145.0091330808733 -37.885257881003646),3185,ELSTERNWICK
77,18985,48-Parkside St/Glenhuntly Rd (Elsternwick),-37.885649,145.012267,1,67,POINT (145.01227300028552 -37.885635881221226),3185,ELSTERNWICK
78,18986,49-Kooyong Rd/Glenhuntly Rd (Elsternwick),-37.885963,145.014874,1,67,POINT (145.01487975979754 -37.885949801401885),3185,ELSTERNWICK
79,18987,50-Royal Pde/Glenhuntly Rd (Caulfield),-37.886391,145.01833,1,67,POINT (145.01833575914927 -37.88637784164152),3162,CAULFIELD
80,19000,67-Rogers Ave/Hawthorn Rd (Brighton East),-37.911078,145.017531,1,64,POINT (145.01753691659212 -37.9110648417395),3187,BRIGHTON EAST
81,19001,66-Union St/Hawthorn Rd (Brighton East),-37.908517,145.017964,1,64,POINT (145.0179699967965 -37.90850380175335),3187,BRIGHTON EAST
82,19002,65-Davey Ave/Hawthorn Rd (Brighton East),-37.90637,145.018329,1,64,POINT (145.01833503696744 -37.90635685176512),3187,BRIGHTON EAST
83,19003,64-Taylor St/Hawthorn Rd (Brighton East),-37.903782,145.018808,1,64,POINT (145.01881383716676 -37.90376881178194),3187,BRIGHTON EAST
84,19004,63-North Rd/Hawthorn Rd (Brighton East),-37.901196,145.019332,1,64,POINT (145.01933799735795 -37.901182841801884),3162,CAULFIELD SOUTH
85,19005,62-Gardenvale Rd/Hawthorn Rd (Caulfield South),-37.898969,145.019801,1,64,POINT (145.0198070775195 -37.89895588182027),3162,CAULFIELD SOUTH
86,19006,61-Stone St/Hawthorn Rd (Caulfield South),-37.896552,145.020253,1,64,POINT (145.02025887770483 -37.89653884183631),3162,CAULFIELD SOUTH
87,19007,60-Dover St/Hawthorn Rd (Caulfield South),-37.894881,145.020548,1,64,POINT (145.02055407783598 -37.89486781184622),3162,CAULFIELD SOUTH
88,19008,59-Princes Park/Hawthorn Rd (Caulfield South),-37.89304,145.020904,1,64,POINT (145.0209097579751 -37.89302686185922),3162,CAULFIELD SOUTH
89,19009,58-Sycamore St/Hawthorn Rd (Caulfield South),-37.889608,145.021553,1,64,POINT (145.02155883823696 -37.88959480188249),3162,CAULFIELD SOUTH
90,19010,57-Glenhuntly Rd/Hawthorn Rd (Caulfield),-37.886661,145.022098,1,64,POINT (145.02210387846392 -37.88664784190164),3162,CAULFIELD
91,19011,56-Briggs St/Hawthorn Rd (Caulfield),-37.884838,145.022443,1,64,POINT (145.02244875860296 -37.884824801914014),3162,CAULFIELD
92,19012,55-Sylverly Gr/Hawthorn Rd (Caulfield North),-37.882449,145.022916,1,64,POINT (145.0229217987815 -37.88243584193168),3162,CAULFIELD
93,19013,54-Glen Eira Rd/Hawthorn Rd (Caulfield North),-37.879934,145.023404,1,64,POINT (145.0234099589712 -37.879920881949595),3161,CAULFIELD NORTH
94,19014,53-Northcote Ave/Hawthorn Rd (Caulfield North),-37.877212,145.02392,1,64,POINT (145.02392583917867 -37.87719883196813),3161,CAULFIELD NORTH
95,19015,52-Halstead St/Hawthorn Rd (Caulfield North),-37.874939,145.024356,1,64,POINT (145.02436179935097 -37.87492588198398),3161,CAULFIELD NORTH
96,19016,51-Balaclava Rd/Hawthorn Rd (Caulfield North),-37.872441,145.02482,1,"64,16",POINT (145.02482583954298 -37.87242784200033),3161,CAULFIELD NORTH
97,19017,50-Inkerman Rd/Hawthorn Rd (Caulfield North),-37.869514,145.02541,1,"64,16",POINT (145.02541587975992 -37.86950086202269),3161,CAULFIELD NORTH
98,19018,49-Arthur St/Hawthorn Rd (Caulfield North),-37.86769,145.025754,1,"64,16",POINT (145.02576003989918 -37.867676832034995),3161,CAULFIELD NORTH
99,19019,48-Hawthorn Rd/Dandenong Rd (Caulfield North),-37.865428,145.025769,1,64,POINT (145.02577480014355 -37.865414862022),3143,ARMADALE
100,19023,44-Bailey Ave/Dandenong Rd (Armadale),-37.864558,145.023837,1,64,POINT (145.02384304057452 -37.864544831884096),3143,ARMADALE
101,19024,43-Egerton Rd/Dandenong Rd (Armadale),-37.863789,145.02205,1,64,POINT (145.0220560009692 -37.86377587175674),3143,ARMADALE
102,19025,42-Kooyong Rd/Dandenong Rd (Armadale),-37.86257,145.019219,1,64,POINT (145.01922496159457 -37.86255682155502),3143,ARMADALE
103,19026,41-Cantala Ave/Dandenong Rd (Armadale),-37.861923,145.017735,1,64,POINT (145.01774104192322 -37.861909811449245),3143,ARMADALE
104,19027,40-Wattletree Rd/Dandenong Rd (Armadale),-37.860825,145.015173,1,"64,5",POINT (145.01517892248853 -37.86081181126676),3143,ARMADALE
105,19028,38-Orrong Rd/Dandenong Rd (Prahran),-37.86027,145.011119,1,"64,5",POINT (145.01112496325405 -37.8602568709854),3143,ARMADALE
106,19029,37-Lansdowne Rd/Dandenong Rd (St Kilda East),-37.859804,145.007528,1,"64,5",POINT (145.00753396392932 -37.859790850736374),3181,PRAHRAN
107,19030,36-Closeburn Ave/Dandenong Rd (St Kilda East),-37.859395,145.004641,1,"64,5",POINT (145.00464676447598 -37.85938180053599),3181,PRAHRAN
108,19031,35-Williams Rd/Dandenong Rd (Prahran),-37.859063,145.00207,1,"64,5",POINT (145.0020760049592 -37.85904988035778),3181,PRAHRAN
109,19032,34-The Avenue/Dandenong Rd (Windsor),-37.858413,144.997234,1,"64,5",POINT (144.997239765871 -37.85839981002247),3181,WINDSOR
110,19033,33-Hornby St/Dandenong Rd (Windsor),-37.858206,144.995694,1,"64,5",POINT (144.99570004616135 -37.85819280991573),3181,WINDSOR
111,19034,32-Chapel St/Dandenong Rd (Windsor),-37.857494,144.991996,1,"64,5",POINT (144.99200176688203 -37.857480819658065),3181,WINDSOR
112,19035,31-Queens Way/Queens Way (Windsor),-37.856154,144.987406,1,"64,5",POINT (144.98741176782613 -37.856140809335535),3181,WINDSOR
113,19036,70-Cotham Rd/Burke Rd (Kew),-37.810873,145.060596,1,72,POINT (145.06060192005063 -37.810859834075735),3103,DEEPDENE
114,19037,69-Peverill St/Burke Rd (Balwyn),-37.814108,145.060069,1,72,POINT (145.06007487978871 -37.814094884059585),3103,DEEPDENE
115,19038,68-Mont Albert Rd/Burke Rd (Camberwell),-37.815743,145.059765,1,72,POINT (145.05977103966288 -37.81572982404884),3126,CANTERBURY
116,19039,67-Camberwell Girls Grammar/Burke Rd (Canterbury),-37.818492,145.059227,1,72,POINT (145.05923283945597 -37.8184788740289),3126,CANTERBURY
117,19040,66-Canterbury Rd/Burke Rd (Camberwell),-37.821287,145.058722,1,72,POINT (145.05872775923834 -37.8212738240115),3124,CAMBERWELL
118,19041,65-Victoria Rd/Burke Rd (Camberwell),-37.823434,145.058313,1,72,POINT (145.05831879907475 -37.8234208639967),3124,CAMBERWELL
119,19042,64-Camberwell Station/Burke Rd (Camberwell),-37.825967,145.057815,1,72,POINT (145.05782091888446 -37.825953823978175),3124,CAMBERWELL
120,19043,63-Prospect Hill Rd/Burke Rd (Camberwell),-37.828024,145.057432,1,72,POINT (145.05743787872623 -37.82801086396461),3124,CAMBERWELL
121,19044,61-Camberwell Junction/Burke Rd (Camberwell),-37.831088,145.05684,1,72,POINT (145.05684603849423 -37.831074823942835),3124,CAMBERWELL
122,19045,60-Reserve Rd/Burke Rd (Camberwell),-37.83389,145.056312,1,72,POINT (145.05631791827977 -37.833876883924006),3124,CAMBERWELL
123,19046,59-Seymour Gr/Burke Rd (Camberwell),-37.835193,145.056074,1,72,POINT (145.05607995817877 -37.83517981391572),3124,CAMBERWELL
124,19047,58-Currajong Ave/Burke Rd (Camberwell),-37.838086,145.05552,1,72,POINT (145.05552591795885 -37.838072863895576),3124,CAMBERWELL
125,19048,57-Pine Ave/Burke Rd (Camberwell),-37.840062,145.055139,1,72,POINT (145.0551450378091 -37.84004881388165),3124,CAMBERWELL
126,19049,56-Anderson Rd/Burke Rd (Camberwell),-37.841589,145.054849,1,72,POINT (145.0548548776926 -37.841575843871176),3124,CAMBERWELL
127,19050,55-Middle Rd/Burke Rd (Camberwell),-37.843656,145.054454,1,72,POINT (145.0544599575353 -37.843642873856844),3124,CAMBERWELL
128,19051,54-Toorak Rd/Burke Rd (Camberwell),-37.845614,145.054084,1,72,POINT (145.05408987738568 -37.84560082384354),3124,CAMBERWELL
129,19052,53-Howitt St/Burke Rd (Glen Iris),-37.847878,145.053627,1,72,POINT (145.05363303721757 -37.84786486382618),3146,GLEN IRIS
130,19053,52-Bickleigh St/Burke Rd (Glen Iris),-37.849881,145.053222,1,72,POINT (145.05322803706906 -37.84986781381077),3146,GLEN IRIS
131,19054,51-Gardiner Station/Burke Rd (Glen Iris),-37.852962,145.052663,1,72,POINT (145.05266895682948 -37.85294887379143),3146,GLEN IRIS
132,19056,50-Glenarm Rd/Malvern Rd (Glen Iris),-37.854418,145.051295,1,72,POINT (145.05130095690814 -37.854404803706466),3146,GLEN IRIS
133,19057,49-Belmont Ave/Malvern Rd (Glen Iris),-37.854046,145.048418,1,72,POINT (145.04842383744887 -37.85403283350647),3146,GLEN IRIS
134,19058,48-Edgar St/Malvern Rd (Glen Iris),-37.853732,145.045835,1,72,POINT (145.0458408379321 -37.85371882332707),3146,GLEN IRIS
135,19059,47-Tooronga Rd/Malvern Rd (Glen Iris),-37.853304,145.0423,1,72,POINT (145.04230599859332 -37.85329087308164),3146,GLEN IRIS
136,19060,46-Shaftesbury Ave/Malvern Rd (Malvern),-37.852859,145.038823,1,72,POINT (145.03882875924631 -37.852845822840116),3144,MALVERN
137,19061,45-Elizabeth St/Malvern Rd (Malvern),-37.852434,145.035504,1,72,POINT (145.0355099198696 -37.85242084260962),3144,MALVERN
138,19062,44-Plant St/Malvern Rd (Malvern),-37.852084,145.032888,1,72,POINT (145.03289380036256 -37.85207083242788),3144,MALVERN
139,19063,43-Glenferrie Rd/Malvern Rd (Malvern),-37.851723,145.030204,1,72,POINT (145.03021000086846 -37.85170984224144),3144,MALVERN
140,19064,42-Lauriston Girls School/Malvern Rd (Armadale),-37.85119,145.026331,1,72,POINT (145.0263367615999 -37.851176861972355),3143,ARMADALE
141,19065,41-Murray St/Malvern Rd (Malvern),-37.850879,145.023918,1,72,POINT (145.0239240420532 -37.850865821804916),3143,ARMADALE
142,19066,40-Kooyong Rd/Malvern Rd (Toorak),-37.850588,145.021596,1,72,POINT (145.02160204248855 -37.85057485164383),3143,ARMADALE
143,19067,39-Densham Rd/Malvern Rd (Toorak),-37.850156,145.018426,1,72,POINT (145.01843188308672 -37.85014285142372),3143,ARMADALE
144,19068,38-Clendon Rd/Malvern Rd (Toorak),-37.849793,145.015617,1,72,POINT (145.0156228036146 -37.849779881228834),3143,ARMADALE
145,19069,37-Orrong Rd/Malvern Rd (Toorak),-37.84938,145.012469,1,72,POINT (145.0124749642068 -37.84936687101047),3143,ARMADALE
146,19070,51-Hawthorn Rd/Glenhuntly Rd (Caulfield),-37.886809,145.021764,1,67,POINT (145.0217697985059 -37.886795801879636),3162,CAULFIELD
147,19071,52-Jasmine St/Glenhuntly Rd (Caulfield),-37.88711,145.024121,1,67,POINT (145.02412707806272 -37.88709685204321),3162,CAULFIELD
148,19072,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),-37.887451,145.02675,1,67,POINT (145.02675579756794 -37.88743786222569),3162,CAULFIELD
149,19073,54-Bambra Rd/Glenhuntly Rd (Caulfield),-37.887673,145.028689,1,67,POINT (145.02869475720618 -37.887659802360105),3162,CAULFIELD
150,19074,55-Fallon St/Glenhuntly Rd (Caulfield),-37.887931,145.030615,1,67,POINT (145.03062075684278 -37.88791783249386),3162,CAULFIELD
151,19075,56-Kambrook Rd/Glenhuntly Rd (Caulfield),-37.888251,145.033085,1,67,POINT (145.03309107637784 -37.88823787266539),3162,CAULFIELD
152,19076,57-Clarke Ave/Glenhuntly Rd (Caulfield East),-37.888502,145.035114,1,67,POINT (145.03512003599724 -37.88848888280622),3162,CAULFIELD
153,19077,58-Booran Rd/Glenhuntly Rd (Caulfield East),-37.888794,145.03754,1,67,POINT (145.03754607554305 -37.888780842974604),3162,CAULFIELD
154,19078,60-Glenhuntly Shops/Glenhuntly Rd (Caulfield East),-37.889132,145.040476,1,67,POINT (145.04048187499512 -37.88911888317826),3163,GLEN HUNTLY
155,19079,61-Glenhuntly Railway Station/Glenhuntly Rd (Caulfield South),-37.889307,145.041824,1,67,POINT (145.0418300747413 -37.889293843271936),3163,GLEN HUNTLY
156,19081,62-Grange Rd/Glenhuntly Rd (Caulfield East),-37.889633,145.04459,1,67,POINT (145.04459595422426 -37.88961982346391),3163,GLEN HUNTLY
157,18512,34-Maribyrnong Rd/Ascot Vale Rd (Moonee Ponds),-37.772452,144.924024,1,82,POINT (144.9240298279185 -37.772438824486436),3039,MOONEE PONDS
158,18513,35-Moore St/Maribyrnong Rd (Moonee Ponds),-37.77234,144.921234,1,82,POINT (144.92123982841446 -37.77232686429552),3032,ASCOT VALE
159,18514,36-Bayview Tce/Maribyrnong Rd (Moonee Ponds),-37.772026,144.918257,1,82,POINT (144.91826298896464 -37.77201285409063),3032,ASCOT VALE
160,18515,37-Union Rd/Maribyrnong Rd (Moonee Ponds),-37.771812,144.916322,1,82,POINT (144.91632798932335 -37.77179883395741),3032,ASCOT VALE
161,18516,38-Ferguson St/Maribyrnong Rd (Ascot Vale),-37.771415,144.912757,1,"82,57",POINT (144.9127629099845 -37.771401843711985),3032,ASCOT VALE
162,18517,39-Bowen St/Maribyrnong Rd (Moonee Ponds),-37.771027,144.90918,1,"82,57",POINT (144.90918595064673 -37.771013853465874),3032,ASCOT VALE
163,18518,40-Epsom Rd/Maribyrnong Rd (Ascot Vale),-37.770631,144.905672,1,"82,57",POINT (144.90567811129787 -37.77061785322446),3032,ASCOT VALE
164,18519,37-Maribyrnong Rd/Union Rd (Ascot Vale),-37.77187,144.91607,1,57,POINT (144.9160759893608 -37.77185679394059),3032,ASCOT VALE
165,18520,36-St Leonards Rd/Union Rd (Ascot Vale),-37.773703,144.91578,1,57,POINT (144.91578582921284 -37.773689823932195),3032,ASCOT VALE
166,18521,35-Munro St/Union Rd (Ascot Vale),-37.776103,144.915395,1,57,POINT (144.91540098901996 -37.77608985392086),3032,ASCOT VALE
167,18522,34-Burrowes St/Union Rd (Ascot Vale),-37.778627,144.914949,1,57,POINT (144.9149549488243 -37.778613813906105),3032,ASCOT VALE
168,18524,32-Sandown Rd/Epsom Rd (Ascot Vale),-37.782668,144.916675,1,57,POINT (144.9166807880877 -37.7826548140488),3031,FLEMINGTON
169,18525,31-Racing Victoria/400 Epsom Rd (Flemington),-37.784425,144.918204,1,57,POINT (144.91821006763226 -37.78441179416394),3031,FLEMINGTON
170,18526,30-Flemington Racecourse/Epsom Rd (Flemington),-37.785913,144.919786,1,57,POINT (144.91979190719678 -37.785899854281006),3031,FLEMINGTON
171,18527,29-Flemington Racecourse/Racecourse Rd (Flemington),-37.787446,144.921889,1,57,POINT (144.92189502666594 -37.78743282443389),3031,KENSINGTON
172,18528,28-Smithfield Rd/Racecourse Rd (Flemington),-37.787741,144.925345,1,57,POINT (144.92535102603432 -37.78772784467135),3031,KENSINGTON
173,18529,26-Newmarket Plaza/Racecourse Rd (Kensington),-37.788074,144.92839,1,57,POINT (144.92839590546998 -37.788060844881095),3031,KENSINGTON
174,18530,25-Wellington St/Racecourse Rd (Flemington),-37.788354,144.93046,1,57,POINT (144.9304659050805 -37.78834083502402),3031,KENSINGTON
175,18531,24-Collett St/Racecourse Rd (Kensington),-37.788507,144.933522,1,57,POINT (144.93352806453262 -37.78849383523388),3031,KENSINGTON
176,18532,23-Stubbs St/Racecourse Rd (Flemington),-37.788749,144.93548,1,57,POINT (144.93548610416667 -37.78873584536899),3031,KENSINGTON
177,18533,22-Boundary Rd/Racecourse Rd (North Melbourne),-37.789209,144.940145,1,57,POINT (144.9401509833075 -37.7891958356902),3051,NORTH MELBOURNE
