"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","SAVING","TOT","PC_GDP","A","2019",6.38352505410999,
"BEL","SAVING","TOT","PC_GDP","A","2020",4.75601091669832,"E"
"IRL","SAVING","TOT","PC_GDP","A","1970",7.172817855565,"E"
"IRL","SAVING","TOT","PC_GDP","A","1971",6.96778819107785,"E"
"IRL","SAVING","TOT","PC_GDP","A","1972",8.66800154315964,"E"
"IRL","SAVING","TOT","PC_GDP","A","1973",9.12253677024559,"E"
"IRL","SAVING","TOT","PC_GDP","A","1974",6.21648278914437,"E"
"IRL","SAVING","TOT","PC_GDP","A","1975",8.18246133707265,"E"
"IRL","SAVING","TOT","PC_GDP","A","1976",6.88182132793446,"E"
"IRL","SAVING","TOT","PC_GDP","A","1977",8.12559395887802,"E"
"IRL","SAVING","TOT","PC_GDP","A","1978",7.40641317106479,"E"
"IRL","SAVING","TOT","PC_GDP","A","1979",5.65707457500582,"E"
"IRL","SAVING","TOT","PC_GDP","A","1980",2.96621513653994,"E"
"IRL","SAVING","TOT","PC_GDP","A","1981",2.00189981061745,"E"
"IRL","SAVING","TOT","PC_GDP","A","1982",4.13769337201213,"E"
"IRL","SAVING","TOT","PC_GDP","A","1983",3.90803996418053,"E"
"IRL","SAVING","TOT","PC_GDP","A","1984",4.27239347692353,"E"
"IRL","SAVING","TOT","PC_GDP","A","1985",3.74481615497484,"E"
"IRL","SAVING","TOT","PC_GDP","A","1986",3.6392093638582,"E"
"IRL","SAVING","TOT","PC_GDP","A","1987",4.45892500864834,"E"
"IRL","SAVING","TOT","PC_GDP","A","1988",5.03861411715442,"E"
"IRL","SAVING","TOT","PC_GDP","A","1989",5.32285592466115,"E"
"IRL","SAVING","TOT","PC_GDP","A","1990",7.92430567166242,"E"
"IRL","SAVING","TOT","PC_GDP","A","1991",7.17415613796827,"E"
"IRL","SAVING","TOT","PC_GDP","A","1992",5.35522270421853,"E"
"IRL","SAVING","TOT","PC_GDP","A","1993",7.29636611600984,"E"
"IRL","SAVING","TOT","PC_GDP","A","1994",7.26688202470235,"E"
"IRL","SAVING","TOT","PC_GDP","A","1995",9.84018691671227,"E"
"IRL","SAVING","TOT","PC_GDP","A","1996",10.4820258909858,"E"
"IRL","SAVING","TOT","PC_GDP","A","1997",12.8422946212182,"E"
"IRL","SAVING","TOT","PC_GDP","A","1998",14.2515155683184,"E"
"IRL","SAVING","TOT","PC_GDP","A","1999",13.1151938303775,
"IRL","SAVING","TOT","PC_GDP","A","2000",13.6812562097937,
"IRL","SAVING","TOT","PC_GDP","A","2001",12.1028280633465,
"IRL","SAVING","TOT","PC_GDP","A","2002",11.2227249584906,
"IRL","SAVING","TOT","PC_GDP","A","2003",12.8039341969995,
"IRL","SAVING","TOT","PC_GDP","A","2004",13.0880346910576,
"IRL","SAVING","TOT","PC_GDP","A","2005",12.6323362485139,
"IRL","SAVING","TOT","PC_GDP","A","2006",12.2538945339409,
"IRL","SAVING","TOT","PC_GDP","A","2007",9.44291719579221,
"IRL","SAVING","TOT","PC_GDP","A","2008",4.35367653676778,
"IRL","SAVING","TOT","PC_GDP","A","2009",0.281558800343148,
"IRL","SAVING","TOT","PC_GDP","A","2010",1.88150396078722,
"IRL","SAVING","TOT","PC_GDP","A","2011",0.599857928132941,
"IRL","SAVING","TOT","PC_GDP","A","2012",1.31549731535062,
"IRL","SAVING","TOT","PC_GDP","A","2013",5.69936224374123,
"IRL","SAVING","TOT","PC_GDP","A","2014",8.9017506535584,
"IRL","SAVING","TOT","PC_GDP","A","2015",8.56355687020295,
"IRL","SAVING","TOT","PC_GDP","A","2016",10.0654316967353,
"IRL","SAVING","TOT","PC_GDP","A","2017",10.0417006715142,
"IRL","SAVING","TOT","PC_GDP","A","2018",10.0044405176045,
"IRL","SAVING","TOT","PC_GDP","A","2019",11.0423409493609,
"IRL","SAVING","TOT","PC_GDP","A","2020",9.85243006678729,
"CHL","SAVING","TOT","PC_GDP","A","1996",25.3201686986361,
"CHL","SAVING","TOT","PC_GDP","A","1997",25.0784279852082,
"CHL","SAVING","TOT","PC_GDP","A","1998",23.400187909263,
"CHL","SAVING","TOT","PC_GDP","A","1999",22.4892029206129,
"CHL","SAVING","TOT","PC_GDP","A","2000",22.5049230096485,
"CHL","SAVING","TOT","PC_GDP","A","2001",22.9531117695702,
"CHL","SAVING","TOT","PC_GDP","A","2002",23.1217230351426,
"CHL","SAVING","TOT","PC_GDP","A","2003",23.5733025516973,
"CHL","SAVING","TOT","PC_GDP","A","2004",24.4726432877598,
"CHL","SAVING","TOT","PC_GDP","A","2005",25.1562117978137,
"CHL","SAVING","TOT","PC_GDP","A","2006",27.6823164417947,
"CHL","SAVING","TOT","PC_GDP","A","2007",27.4662076578081,
"CHL","SAVING","TOT","PC_GDP","A","2008",24.1325077407297,
"CHL","SAVING","TOT","PC_GDP","A","2009",24.3174533235807,
"CHL","SAVING","TOT","PC_GDP","A","2010",25.6594029114299,
"CHL","SAVING","TOT","PC_GDP","A","2011",21.7060587132014,
"CHL","SAVING","TOT","PC_GDP","A","2012",23.5000564346287,
"CHL","SAVING","TOT","PC_GDP","A","2013",22.701889072392,
"CHL","SAVING","TOT","PC_GDP","A","2014",21.7087326511313,
"CHL","SAVING","TOT","PC_GDP","A","2015",22.7775434694486,
"CHL","SAVING","TOT","PC_GDP","A","2016",21.1271386212365,
"CHL","SAVING","TOT","PC_GDP","A","2017",19.8754080182178,
"CHL","SAVING","TOT","PC_GDP","A","2018",19.634072649877,
"CHL","SAVING","TOT","PC_GDP","A","2019",19.8250320912724,
"CHL","SAVING","TOT","PC_GDP","A","2020",19.9631912595014,
"CHL","SAVING","TOT","PC_GDP","A","2021",18.7728903821155,
"ESP","SAVING","TOT","PC_GDP","A","1970",14.6895732134229,"E"
"ESP","SAVING","TOT","PC_GDP","A","1971",14.6435046812121,"E"
"ESP","SAVING","TOT","PC_GDP","A","1972",15.8856709518096,"E"
"ESP","SAVING","TOT","PC_GDP","A","1973",16.8231508106279,"E"
"ESP","SAVING","TOT","PC_GDP","A","1974",15.5226666193294,"E"
"ESP","SAVING","TOT","PC_GDP","A","1975",13.9209730623399,"E"
"ESP","SAVING","TOT","PC_GDP","A","1976",11.3524970761028,"E"
"ESP","SAVING","TOT","PC_GDP","A","1977",11.6108308683719,"E"
"ESP","SAVING","TOT","PC_GDP","A","1978",12.3293570554363,"E"
"ESP","SAVING","TOT","PC_GDP","A","1979",10.8947497335888,"E"
"ESP","SAVING","TOT","PC_GDP","A","1980",8.39811986166884,"E"
"ESP","SAVING","TOT","PC_GDP","A","1981",5.67026020783315,"E"
"ESP","SAVING","TOT","PC_GDP","A","1982",5.53707254504719,"E"
"ESP","SAVING","TOT","PC_GDP","A","1983",5.07690154247359,"E"
"ESP","SAVING","TOT","PC_GDP","A","1984",6.49186756825647,"E"
"ESP","SAVING","TOT","PC_GDP","A","1985",7.19282702103511,"E"
"ESP","SAVING","TOT","PC_GDP","A","1986",9.01250483295416,"E"
"ESP","SAVING","TOT","PC_GDP","A","1987",9.12489114944011,"E"
"ESP","SAVING","TOT","PC_GDP","A","1988",10.150448283588,"E"
"ESP","SAVING","TOT","PC_GDP","A","1989",9.93787299698592,"E"
"ESP","SAVING","TOT","PC_GDP","A","1990",10.0323024050101,"E"
"ESP","SAVING","TOT","PC_GDP","A","1991",9.5689509039404,"E"
"ESP","SAVING","TOT","PC_GDP","A","1992",7.91729349051747,"E"
"ESP","SAVING","TOT","PC_GDP","A","1993",7.31221745531257,"E"
"ESP","SAVING","TOT","PC_GDP","A","1994",6.76334144908668,"E"
"ESP","SAVING","TOT","PC_GDP","A","1995",9.18708331081247,"E"
"ESP","SAVING","TOT","PC_GDP","A","1996",8.8739728793095,"E"
"ESP","SAVING","TOT","PC_GDP","A","1997",9.54548183757568,"E"
"ESP","SAVING","TOT","PC_GDP","A","1998",10.0263026097388,"E"
"ESP","SAVING","TOT","PC_GDP","A","1999",9.83426861141839,
"ESP","SAVING","TOT","PC_GDP","A","2000",9.68571477083465,
"ESP","SAVING","TOT","PC_GDP","A","2001",9.45758374192039,
"ESP","SAVING","TOT","PC_GDP","A","2002",10.181281618887,
"ESP","SAVING","TOT","PC_GDP","A","2003",10.6687806787275,
"ESP","SAVING","TOT","PC_GDP","A","2004",9.56160835523721,
"ESP","SAVING","TOT","PC_GDP","A","2005",8.68770063740286,
"ESP","SAVING","TOT","PC_GDP","A","2006",8.21838112894405,
"ESP","SAVING","TOT","PC_GDP","A","2007",7.47941264798394,
"ESP","SAVING","TOT","PC_GDP","A","2008",5.68424240293959,
"ESP","SAVING","TOT","PC_GDP","A","2009",4.55989443788266,
"ESP","SAVING","TOT","PC_GDP","A","2010",3.58699330386899,
"ESP","SAVING","TOT","PC_GDP","A","2011",2.37411904719378,
"ESP","SAVING","TOT","PC_GDP","A","2012",2.54660318747278,
"ESP","SAVING","TOT","PC_GDP","A","2013",3.32180785379106,
"ESP","SAVING","TOT","PC_GDP","A","2014",3.6649427703898,
"ESP","SAVING","TOT","PC_GDP","A","2015",5.36660510955001,
"ESP","SAVING","TOT","PC_GDP","A","2016",6.42857142857143,
"ESP","SAVING","TOT","PC_GDP","A","2017",6.85723925371837,
"ESP","SAVING","TOT","PC_GDP","A","2018",7.11974728632821,
"ESP","SAVING","TOT","PC_GDP","A","2019",7.73753892516323,
"ESP","SAVING","TOT","PC_GDP","A","2020",4.17006848802262,
"FIN","SAVING","TOT","PC_GDP","A","1970",18.0751802838045,"E"
"FIN","SAVING","TOT","PC_GDP","A","1971",17.0694217909047,"E"
"FIN","SAVING","TOT","PC_GDP","A","1972",16.2290779398548,"E"
"FIN","SAVING","TOT","PC_GDP","A","1973",17.7070977861631,"E"
"FIN","SAVING","TOT","PC_GDP","A","1974",18.7490865286656,"E"
"FIN","SAVING","TOT","PC_GDP","A","1975",13.4057547770204,"E"
"FIN","SAVING","TOT","PC_GDP","A","1976",11.2775429448591,"E"
"FIN","SAVING","TOT","PC_GDP","A","1977",9.03995044465984,"E"
"FIN","SAVING","TOT","PC_GDP","A","1978",9.40271912387757,"E"
"FIN","SAVING","TOT","PC_GDP","A","1979",11.9922517110001,"E"
"FIN","SAVING","TOT","PC_GDP","A","1980",12.3788130839809,"E"
"FIN","SAVING","TOT","PC_GDP","A","1981",10.9939441140157,"E"
"FIN","SAVING","TOT","PC_GDP","A","1982",9.70029209247195,"E"
"FIN","SAVING","TOT","PC_GDP","A","1983",8.97179332909009,"E"
"FIN","SAVING","TOT","PC_GDP","A","1984",10.0147519822976,"E"
"FIN","SAVING","TOT","PC_GDP","A","1985",8.85534821173134,"E"
"FIN","SAVING","TOT","PC_GDP","A","1986",8.56444759030362,"E"
"FIN","SAVING","TOT","PC_GDP","A","1987",7.78274423055748,"E"
"FIN","SAVING","TOT","PC_GDP","A","1988",10.1341881104965,"E"
"FIN","SAVING","TOT","PC_GDP","A","1989",9.34874200077588,"E"
"FIN","SAVING","TOT","PC_GDP","A","1990",6.30751340232265,"E"
"FIN","SAVING","TOT","PC_GDP","A","1991",-2.95375197995705,"E"
"FIN","SAVING","TOT","PC_GDP","A","1992",-5.92377859876204,"E"
"FIN","SAVING","TOT","PC_GDP","A","1993",-4.57574191005244,"E"
"FIN","SAVING","TOT","PC_GDP","A","1994",-0.152954261176041,"E"
"FIN","SAVING","TOT","PC_GDP","A","1995",5.51096408893038,
"FIN","SAVING","TOT","PC_GDP","A","1996",5.03315929194871,
"FIN","SAVING","TOT","PC_GDP","A","1997",8.76117934787513,
"FIN","SAVING","TOT","PC_GDP","A","1998",10.5184521141491,
"FIN","SAVING","TOT","PC_GDP","A","1999",11.8960572347064,
"FIN","SAVING","TOT","PC_GDP","A","2000",13.8381143636124,
"FIN","SAVING","TOT","PC_GDP","A","2001",14.4059241640623,
"FIN","SAVING","TOT","PC_GDP","A","2002",13.3009172581927,
"FIN","SAVING","TOT","PC_GDP","A","2003",10.3137417709507,
"FIN","SAVING","TOT","PC_GDP","A","2004",11.819246904093,
"FIN","SAVING","TOT","PC_GDP","A","2005",10.6219677327294,
"FIN","SAVING","TOT","PC_GDP","A","2006",11.0435692927003,
"FIN","SAVING","TOT","PC_GDP","A","2007",12.5882013342456,
"FIN","SAVING","TOT","PC_GDP","A","2008",10.2905824518055,
"FIN","SAVING","TOT","PC_GDP","A","2009",4.24271102136486,
"FIN","SAVING","TOT","PC_GDP","A","2010",4.95474187187405,
"FIN","SAVING","TOT","PC_GDP","A","2011",4.24196204002061,
"FIN","SAVING","TOT","PC_GDP","A","2012",2.19163636544517,
"FIN","SAVING","TOT","PC_GDP","A","2013",1.12616911624356,
"FIN","SAVING","TOT","PC_GDP","A","2014",1.54279665727391,
"FIN","SAVING","TOT","PC_GDP","A","2015",1.94952338150768,
"FIN","SAVING","TOT","PC_GDP","A","2016",2.55289217444074,
"FIN","SAVING","TOT","PC_GDP","A","2017",4.76047388213044,
"FIN","SAVING","TOT","PC_GDP","A","2018",4.85389485226718,
"FIN","SAVING","TOT","PC_GDP","A","2019",4.86246028900433,
"FIN","SAVING","TOT","PC_GDP","A","2020",5.63644232668171,
"FIN","SAVING","TOT","PC_GDP","A","2021",6.29715508429748,
"NOR","SAVING","TOT","PC_GDP","A","1978",9.40595683264449,
"NOR","SAVING","TOT","PC_GDP","A","1979",9.87114733505038,
"NOR","SAVING","TOT","PC_GDP","A","1980",14.674232355889,
"NOR","SAVING","TOT","PC_GDP","A","1981",15.3991775635388,
"NOR","SAVING","TOT","PC_GDP","A","1982",13.2200581215606,
"NOR","SAVING","TOT","PC_GDP","A","1983",13.8745755097775,
"NOR","SAVING","TOT","PC_GDP","A","1984",16.6924653396145,
"NOR","SAVING","TOT","PC_GDP","A","1985",15.9935419859816,
"NOR","SAVING","TOT","PC_GDP","A","1986",9.44007093843925,
"NOR","SAVING","TOT","PC_GDP","A","1987",8.6298877731837,
"NOR","SAVING","TOT","PC_GDP","A","1988",7.31910420970841,
"NOR","SAVING","TOT","PC_GDP","A","1989",8.39981090406203,
"NOR","SAVING","TOT","PC_GDP","A","1990",8.46918091377057,
"NOR","SAVING","TOT","PC_GDP","A","1991",7.48677044426753,
"NOR","SAVING","TOT","PC_GDP","A","1992",6.57870624885468,
"NOR","SAVING","TOT","PC_GDP","A","1993",6.6227495908347,
"NOR","SAVING","TOT","PC_GDP","A","1994",7.91379815724391,
"NOR","SAVING","TOT","PC_GDP","A","1995",9.97333715417728,
"NOR","SAVING","TOT","PC_GDP","A","1996",12.6042030128798,
"NOR","SAVING","TOT","PC_GDP","A","1997",14.7479278742531,
"NOR","SAVING","TOT","PC_GDP","A","1998",10.7744472471109,
"NOR","SAVING","TOT","PC_GDP","A","1999",13.0970562278727,
"NOR","SAVING","TOT","PC_GDP","A","2000",21.2918211112313,
"NOR","SAVING","TOT","PC_GDP","A","2001",20.9076101478867,
"NOR","SAVING","TOT","PC_GDP","A","2002",16.9325815201028,
"NOR","SAVING","TOT","PC_GDP","A","2003",16.0897798272487,
"NOR","SAVING","TOT","PC_GDP","A","2004",19.3530078181961,
"NOR","SAVING","TOT","PC_GDP","A","2005",24.8128756620018,
"NOR","SAVING","TOT","PC_GDP","A","2006",26.8514386705512,
"NOR","SAVING","TOT","PC_GDP","A","2007",25.2792028501732,
"NOR","SAVING","TOT","PC_GDP","A","2008",27.5057631305402,
"NOR","SAVING","TOT","PC_GDP","A","2009",18.9743300441716,
"NOR","SAVING","TOT","PC_GDP","A","2010",20.3052388230813,
"NOR","SAVING","TOT","PC_GDP","A","2011",22.6311042105388,
"NOR","SAVING","TOT","PC_GDP","A","2012",23.4596682313036,
"NOR","SAVING","TOT","PC_GDP","A","2013",22.3767787696371,
"NOR","SAVING","TOT","PC_GDP","A","2014",21.9774236869805,
"NOR","SAVING","TOT","PC_GDP","A","2015",17.6628520221345,
"NOR","SAVING","TOT","PC_GDP","A","2016",14.1839899191388,
"NOR","SAVING","TOT","PC_GDP","A","2017",15.6230749576225,
"NOR","SAVING","TOT","PC_GDP","A","2018",18.6998508680604,
"NOR","SAVING","TOT","PC_GDP","A","2019",14.4906501614712,
"NOR","SAVING","TOT","PC_GDP","A","2020",10.8557972248995,
"NOR","SAVING","TOT","PC_GDP","A","2021",22.4401854036402,
"KOR","SAVING","TOT","PC_GDP","A","1970",12.7297432596725,
"KOR","SAVING","TOT","PC_GDP","A","1971",9.19429901105294,
"KOR","SAVING","TOT","PC_GDP","A","1972",10.7505213581086,
"KOR","SAVING","TOT","PC_GDP","A","1973",15.5880809798636,
"KOR","SAVING","TOT","PC_GDP","A","1974",14.8981657179001,
"KOR","SAVING","TOT","PC_GDP","A","1975",11.7692249326606,
"KOR","SAVING","TOT","PC_GDP","A","1976",17.3352772096623,
"KOR","SAVING","TOT","PC_GDP","A","1977",20.6850780036651,
"KOR","SAVING","TOT","PC_GDP","A","1978",23.7742749806198,
"KOR","SAVING","TOT","PC_GDP","A","1979",22.3042808689507,
"KOR","SAVING","TOT","PC_GDP","A","1980",15.5083310048307,
"KOR","SAVING","TOT","PC_GDP","A","1981",14.7636994713085,
"KOR","SAVING","TOT","PC_GDP","A","1982",15.8986569284964,
"KOR","SAVING","TOT","PC_GDP","A","1983",19.4349009475603,
"KOR","SAVING","TOT","PC_GDP","A","1984",21.7801461484923,
"KOR","SAVING","TOT","PC_GDP","A","1985",21.339571109399,
"KOR","SAVING","TOT","PC_GDP","A","1986",24.4495843116235,
"KOR","SAVING","TOT","PC_GDP","A","1987",27.7915459441337,
"KOR","SAVING","TOT","PC_GDP","A","1988",29.718887055489,
"KOR","SAVING","TOT","PC_GDP","A","1989",26.817199813271,
"KOR","SAVING","TOT","PC_GDP","A","1990",26.479560342687,
"KOR","SAVING","TOT","PC_GDP","A","1991",26.9129016653257,
"KOR","SAVING","TOT","PC_GDP","A","1992",25.1345387777221,
"KOR","SAVING","TOT","PC_GDP","A","1993",24.936504798984,
"KOR","SAVING","TOT","PC_GDP","A","1994",24.9482809628305,
"KOR","SAVING","TOT","PC_GDP","A","1995",23.2529529360936,
"KOR","SAVING","TOT","PC_GDP","A","1996",20.9099341571952,
"KOR","SAVING","TOT","PC_GDP","A","1997",20.2798772993005,
"KOR","SAVING","TOT","PC_GDP","A","1998",19.5139081109566,
"KOR","SAVING","TOT","PC_GDP","A","1999",17.9109413596685,
"KOR","SAVING","TOT","PC_GDP","A","2000",16.7346444570759,
"KOR","SAVING","TOT","PC_GDP","A","2001",14.7023010480731,
"KOR","SAVING","TOT","PC_GDP","A","2002",14.8912386795496,
"KOR","SAVING","TOT","PC_GDP","A","2003",16.1119464033008,
"KOR","SAVING","TOT","PC_GDP","A","2004",18.6153129455444,
"KOR","SAVING","TOT","PC_GDP","A","2005",16.7992970478391,
"KOR","SAVING","TOT","PC_GDP","A","2006",15.8390873521967,
"KOR","SAVING","TOT","PC_GDP","A","2007",16.7990167944099,
"KOR","SAVING","TOT","PC_GDP","A","2008",15.4336469804408,
"KOR","SAVING","TOT","PC_GDP","A","2009",14.6468774113893,
"KOR","SAVING","TOT","PC_GDP","A","2010",17.0355505835729,
"KOR","SAVING","TOT","PC_GDP","A","2011",16.1902280391079,
"KOR","SAVING","TOT","PC_GDP","A","2012",15.7942920249086,
"KOR","SAVING","TOT","PC_GDP","A","2013",16.1004947231815,
"KOR","SAVING","TOT","PC_GDP","A","2014",16.2180953976857,
"KOR","SAVING","TOT","PC_GDP","A","2015",17.7556259259536,
"KOR","SAVING","TOT","PC_GDP","A","2016",18.330861643829,
"KOR","SAVING","TOT","PC_GDP","A","2017",18.5884912890365,
"KOR","SAVING","TOT","PC_GDP","A","2018",17.0275924582153,
"KOR","SAVING","TOT","PC_GDP","A","2019",15.0095289779709,
"KOR","SAVING","TOT","PC_GDP","A","2020",15.5079806434299,"E"
"SWE","SAVING","TOT","PC_GDP","A","1970",28.7696084416169,"E"
"SWE","SAVING","TOT","PC_GDP","A","1971",26.9734275784636,"E"
"SWE","SAVING","TOT","PC_GDP","A","1972",25.8207013042467,"E"
"SWE","SAVING","TOT","PC_GDP","A","1973",26.9553834371338,"E"
"SWE","SAVING","TOT","PC_GDP","A","1974",23.6638137630442,"E"
"SWE","SAVING","TOT","PC_GDP","A","1975",25.6153947758588,"E"
"SWE","SAVING","TOT","PC_GDP","A","1976",20.8121442539201,"E"
"SWE","SAVING","TOT","PC_GDP","A","1977",12.9940619014067,"E"
"SWE","SAVING","TOT","PC_GDP","A","1978",12.117343795886,"E"
"SWE","SAVING","TOT","PC_GDP","A","1979",12.487139607904,"E"
"SWE","SAVING","TOT","PC_GDP","A","1980",8.7874502537158,
"SWE","SAVING","TOT","PC_GDP","A","1981",6.8712222788545,
"SWE","SAVING","TOT","PC_GDP","A","1982",5.49463452773724,
"SWE","SAVING","TOT","PC_GDP","A","1983",7.36163775488821,
"SWE","SAVING","TOT","PC_GDP","A","1984",10.1207963344946,
"SWE","SAVING","TOT","PC_GDP","A","1985",9.85169229718668,
"SWE","SAVING","TOT","PC_GDP","A","1986",10.4766982281013,
"SWE","SAVING","TOT","PC_GDP","A","1987",10.7152189565806,
"SWE","SAVING","TOT","PC_GDP","A","1988",11.2741531959757,
"SWE","SAVING","TOT","PC_GDP","A","1989",11.8619931487953,
"SWE","SAVING","TOT","PC_GDP","A","1990",10.4450928121553,
"SWE","SAVING","TOT","PC_GDP","A","1991",7.36304223528065,
"SWE","SAVING","TOT","PC_GDP","A","1992",4.5154339364924,
"SWE","SAVING","TOT","PC_GDP","A","1993",1.66708949704201,
"SWE","SAVING","TOT","PC_GDP","A","1994",6.25004911615358,
"SWE","SAVING","TOT","PC_GDP","A","1995",9.79772716702611,
"SWE","SAVING","TOT","PC_GDP","A","1996",9.20881296071044,
"SWE","SAVING","TOT","PC_GDP","A","1997",9.41099397302498,
"SWE","SAVING","TOT","PC_GDP","A","1998",9.99449388545442,
"SWE","SAVING","TOT","PC_GDP","A","1999",10.4879500674323,
"SWE","SAVING","TOT","PC_GDP","A","2000",11.152498327555,
"SWE","SAVING","TOT","PC_GDP","A","2001",10.8204116177017,
"SWE","SAVING","TOT","PC_GDP","A","2002",10.0987709056873,
"SWE","SAVING","TOT","PC_GDP","A","2003",11.7087119865688,
"SWE","SAVING","TOT","PC_GDP","A","2004",12.0325673787733,
"SWE","SAVING","TOT","PC_GDP","A","2005",12.5940394086149,
"SWE","SAVING","TOT","PC_GDP","A","2006",15.3877350185862,
"SWE","SAVING","TOT","PC_GDP","A","2007",16.8350662203587,
"SWE","SAVING","TOT","PC_GDP","A","2008",15.5667824161925,
"SWE","SAVING","TOT","PC_GDP","A","2009",9.53816435993771,
"SWE","SAVING","TOT","PC_GDP","A","2010",12.2048164012513,
"SWE","SAVING","TOT","PC_GDP","A","2011",12.4701407358825,
"SWE","SAVING","TOT","PC_GDP","A","2012",11.0100061820647,
"SWE","SAVING","TOT","PC_GDP","A","2013",10.4030663376472,
"SWE","SAVING","TOT","PC_GDP","A","2014",10.6661857926782,
"SWE","SAVING","TOT","PC_GDP","A","2015",10.9180911965112,
"SWE","SAVING","TOT","PC_GDP","A","2016",10.5411490881944,
"SWE","SAVING","TOT","PC_GDP","A","2017",11.782160535548,
"SWE","SAVING","TOT","PC_GDP","A","2018",11.5996169256878,
"SWE","SAVING","TOT","PC_GDP","A","2019",13.3184107553461,
"SWE","SAVING","TOT","PC_GDP","A","2020",13.3911464000073,
"SWE","SAVING","TOT","PC_GDP","A","2021",13.8435599313476,
"ISR","SAVING","TOT","PC_GDP","A","1970",3.92074548463328,"E"
"ISR","SAVING","TOT","PC_GDP","A","1971",14.8185234237409,"E"
"ISR","SAVING","TOT","PC_GDP","A","1972",23.2524083844837,"E"
"ISR","SAVING","TOT","PC_GDP","A","1973",19.165946720267,"E"
"ISR","SAVING","TOT","PC_GDP","A","1974",7.66042187937332,"E"
"ISR","SAVING","TOT","PC_GDP","A","1975",3.37295485862025,"E"
"ISR","SAVING","TOT","PC_GDP","A","1976",9.24518055919102,"E"
"ISR","SAVING","TOT","PC_GDP","A","1977",10.1209752609291,"E"
